estacion,fecha,temperatura,humedad,presion,vel_viento,dir_viento,dir_viento_2,marea
meteo colonia,2022-05-12T06:50:00Z,13.8,80,1020.9,13.4,136,SE,NA
meteo colonia,2022-05-12T06:55:00Z,13.8,80,1020.8,13.8,138,SE,NA
meteo colonia,2022-05-12T07:00:00Z,13.8,80,1020.8,13.8,134,SE,NA
meteo colonia,2022-05-12T07:05:00Z,13.8,79,1020.7,12.2,137,SE,NA
meteo colonia,2022-05-12T07:10:00Z,13.7,79,1020.7,12.8,133,SE,NA
meteo colonia,2022-05-12T07:15:00Z,13.8,80,1020.8,12.1,129,SE,NA
meteo colonia,2022-05-12T07:20:00Z,13.7,80,1020.8,13.4,131,SE,NA
meteo colonia,2022-05-12T07:25:00Z,13.7,80,1020.7,13.2,132,SE,NA
meteo colonia,2022-05-12T07:30:00Z,13.8,80,1020.8,13.2,133,SE,NA
meteo colonia,2022-05-12T07:35:00Z,13.8,79,1020.8,14,132,SE,NA
meteo colonia,2022-05-12T07:40:00Z,13.7,78,1020.8,12.6,130,SE,NA
meteo colonia,2022-05-12T07:45:00Z,13.8,79,1020.8,15.4,128,SE,NA
meteo colonia,2022-05-12T07:50:00Z,13.8,78,1020.8,12.4,125,SE,NA
meteo colonia,2022-05-12T07:55:00Z,13.8,78,1020.9,12.8,131,SE,NA
meteo colonia,2022-05-12T08:00:00Z,13.7,78,1020.9,12.4,128,SE,NA
meteo colonia,2022-05-12T08:05:00Z,13.7,79,1020.9,10.9,126,SE,NA
meteo colonia,2022-05-12T08:10:00Z,13.7,79,1020.9,12.4,142,SE,NA
meteo colonia,2022-05-12T08:15:00Z,13.7,79,1020.9,11.7,125,SE,NA
meteo colonia,2022-05-12T08:20:00Z,13.7,78,1020.8,9.9,124,SE,NA
meteo colonia,2022-05-12T08:25:00Z,13.7,78,1020.8,12.1,115,ESE,NA
meteo colonia,2022-05-12T08:30:00Z,13.8,77,1020.8,13,111,ESE,NA
meteo colonia,2022-05-12T08:35:00Z,13.7,79,1020.8,12.4,118,ESE,NA
meteo colonia,2022-05-12T08:40:00Z,13.7,78,1020.7,14.2,114,ESE,NA
meteo colonia,2022-05-12T08:45:00Z,13.7,78,1020.7,14.6,111,ESE,NA
meteo colonia,2022-05-12T08:50:00Z,13.7,78,1020.7,14.4,116,ESE,NA
meteo colonia,2022-05-12T08:55:00Z,13.7,78,1020.7,14.4,111,ESE,NA
meteo colonia,2022-05-12T09:00:00Z,13.8,77,1020.7,14.4,109,ESE,NA
meteo colonia,2022-05-12T09:05:00Z,13.8,76,1020.8,11.3,111,ESE,NA
meteo colonia,2022-05-12T09:10:00Z,13.6,76,1020.7,10.5,86,E,NA
meteo colonia,2022-05-12T09:15:00Z,13,78,1020.8,9.5,107,ESE,NA
meteo colonia,2022-05-12T09:20:00Z,13.4,79,1020.8,10.5,117,ESE,NA
meteo colonia,2022-05-12T09:25:00Z,13.6,77,1020.9,12.1,106,ESE,NA
meteo colonia,2022-05-12T09:30:00Z,13.6,76,1020.9,10.7,112,ESE,NA
meteo colonia,2022-05-12T09:35:00Z,13.4,76,1020.9,9.5,88,E,NA
meteo colonia,2022-05-12T09:40:00Z,12.6,78,1021,7.4,64,ENE,NA
meteo colonia,2022-05-12T09:45:00Z,12.3,79,1021.1,6.6,70,ENE,NA
meteo colonia,2022-05-12T09:50:00Z,12,80,1021.2,5.4,36,NE,NA
meteo colonia,2022-05-12T09:55:00Z,11.5,81,1021.2,5.8,37,NE,NA
meteo colonia,2022-05-12T10:00:00Z,11.2,81,1021.2,6.2,34,NE,NA
meteo colonia,2022-05-12T10:05:00Z,11.2,81,1021.2,4.3,45,NE,NA
meteo colonia,2022-05-12T10:10:00Z,11.3,81,1021.2,5.2,48,NE,NA
meteo colonia,2022-05-12T10:15:00Z,11.4,80,1021.2,4.9,38,NE,NA
meteo colonia,2022-05-12T10:20:00Z,11.2,80,1021.2,5.6,26,NNE,NA
meteo colonia,2022-05-12T10:25:00Z,10.8,81,1021.2,5.6,27,NNE,NA
meteo colonia,2022-05-12T10:30:00Z,10.8,81,1021.2,6.4,25,NNE,NA
meteo colonia,2022-05-12T10:35:00Z,10.7,81,1021.2,7.4,31,NNE,NA
meteo colonia,2022-05-12T10:40:00Z,10.6,81,1021.1,6.4,33,NNE,NA
meteo colonia,2022-05-12T10:45:00Z,10.4,81,1021.1,5.6,40,NE,NA
meteo colonia,2022-05-12T10:50:00Z,10.5,82,1021.2,6.2,42,NE,NA
meteo colonia,2022-05-12T10:55:00Z,10.5,81,1021.3,6,32,NNE,NA
meteo colonia,2022-05-12T11:00:00Z,10.4,81,1021.3,6.8,26,NNE,NA
meteo colonia,2022-05-12T11:05:00Z,10.5,81,1021.4,6.6,22,NNE,NA
meteo colonia,2022-05-12T11:10:00Z,10.6,80,1021.4,7.2,21,NNE,NA
meteo colonia,2022-05-12T11:15:00Z,10.6,80,1021.4,7.8,21,NNE,NA
meteo colonia,2022-05-12T11:20:00Z,10.8,79,1021.4,8.6,25,NNE,NA
meteo colonia,2022-05-12T11:25:00Z,11,79,1021.6,6.8,22,NNE,NA
meteo colonia,2022-05-12T11:30:00Z,11.3,78,1021.6,7.2,35,NE,NA
meteo colonia,2022-05-12T11:35:00Z,11.5,77,1021.6,6.2,20,NNE,NA
meteo colonia,2022-05-12T11:40:00Z,11.7,76,1021.6,6,26,NNE,NA
meteo colonia,2022-05-12T11:45:00Z,12.1,75,1021.6,6,27,NNE,NA
meteo colonia,2022-05-12T11:50:00Z,12.2,74,1021.6,6.4,32,NNE,NA
meteo colonia,2022-05-12T11:55:00Z,12.1,75,1021.6,7,23,NNE,NA
meteo colonia,2022-05-12T12:00:00Z,12.1,75,1021.6,7,30,NNE,NA
meteo colonia,2022-05-12T12:05:00Z,12.5,74,1021.6,6,35,NE,NA
meteo colonia,2022-05-12T12:10:00Z,13,72,1021.7,5.6,37,NE,NA
meteo colonia,2022-05-12T12:15:00Z,13.2,70,1021.6,5.6,41,NE,NA
meteo colonia,2022-05-12T12:20:00Z,13.2,71,1021.6,6.2,42,NE,NA
meteo colonia,2022-05-12T12:25:00Z,13.2,71,1021.5,7.4,51,NE,NA
meteo colonia,2022-05-12T12:30:00Z,13.2,71,1021.6,7.6,48,NE,NA
meteo colonia,2022-05-12T12:35:00Z,13.4,70,1021.6,6.2,42,NE,NA
meteo colonia,2022-05-12T12:40:00Z,13.6,70,1021.6,6,43,NE,NA
meteo colonia,2022-05-12T12:45:00Z,14,68,1021.6,6.6,64,ENE,NA
meteo colonia,2022-05-12T12:50:00Z,14.4,67,1021.6,7.2,67,ENE,NA
meteo colonia,2022-05-12T12:55:00Z,14.8,65,1021.6,5.1,48,NE,NA
meteo colonia,2022-05-12T13:00:00Z,14.8,66,1021.6,6.2,45,NE,NA
meteo colonia,2022-05-12T13:05:00Z,14.5,68,1021.5,5.4,53,NE,NA
meteo colonia,2022-05-12T13:10:00Z,15.4,64,1021.6,5.4,75,ENE,NA
meteo colonia,2022-05-12T13:15:00Z,15.6,62,1021.6,8,81,E,NA
meteo colonia,2022-05-12T13:20:00Z,15.6,62,1021.6,8.4,96,E,NA
meteo colonia,2022-05-12T13:25:00Z,15.9,61,1021.5,8.9,106,ESE,NA
meteo colonia,2022-05-12T13:30:00Z,15.6,61,1021.5,9.5,101,E,NA
meteo colonia,2022-05-12T13:35:00Z,15.6,61,1021.5,11.1,101,E,NA
meteo colonia,2022-05-12T13:40:00Z,15.7,61,1021.6,9.7,96,E,NA
meteo colonia,2022-05-12T13:45:00Z,15.8,60,1021.5,10.1,93,E,NA
meteo colonia,2022-05-12T13:50:00Z,15.7,61,1021.5,10.9,91,E,NA
meteo colonia,2022-05-12T13:55:00Z,15.7,61,1021.6,12.1,97,E,NA
meteo colonia,2022-05-12T14:00:00Z,15.6,62,1021.6,11.7,110,ESE,NA
meteo colonia,2022-05-12T14:05:00Z,15.8,62,1021.6,10.5,97,E,NA
meteo colonia,2022-05-12T14:10:00Z,15.8,61,1021.6,11.7,101,E,NA
meteo colonia,2022-05-12T14:15:00Z,15.7,61,1021.6,9.9,101,E,NA
meteo colonia,2022-05-12T14:20:00Z,16,59,1021.6,10.1,101,E,NA
meteo colonia,2022-05-12T14:25:00Z,15.8,59,1021.6,10.1,107,ESE,NA
meteo colonia,2022-05-12T14:30:00Z,15.9,59,1021.6,10.1,106,ESE,NA
meteo colonia,2022-05-12T14:35:00Z,15.7,59,1021.6,10.5,106,ESE,NA
meteo colonia,2022-05-12T14:40:00Z,15.6,60,1021.5,9.7,101,E,NA
meteo colonia,2022-05-12T14:45:00Z,15.7,59,1021.5,10.1,102,ESE,NA
meteo colonia,2022-05-12T14:50:00Z,15.8,59,1021.4,9.9,104,ESE,NA
meteo colonia,2022-05-12T14:55:00Z,15.9,59,1021.4,10.1,102,ESE,NA
meteo colonia,2022-05-12T15:00:00Z,15.8,59,1021.4,10.7,102,ESE,NA
meteo colonia,2022-05-12T15:05:00Z,15.8,58,1021.4,9.5,106,ESE,NA
meteo colonia,2022-05-12T15:10:00Z,15.8,58,1021.2,10.3,106,ESE,NA
meteo colonia,2022-05-12T15:15:00Z,15.8,59,1021,10.1,107,ESE,NA
meteo colonia,2022-05-12T15:20:00Z,16,59,1021,10.7,111,ESE,NA
meteo colonia,2022-05-12T15:25:00Z,15.9,56,1021.1,11.1,109,ESE,NA
meteo colonia,2022-05-12T15:30:00Z,15.8,57,1020.9,10.7,108,ESE,NA
meteo colonia,2022-05-12T15:35:00Z,15.8,58,1020.8,9.9,108,ESE,NA
meteo colonia,2022-05-12T15:40:00Z,16,58,1020.7,10.9,105,ESE,NA
meteo colonia,2022-05-12T15:45:00Z,16,58,1020.7,10.3,111,ESE,NA
meteo colonia,2022-05-12T15:50:00Z,16,59,1020.6,10.5,112,ESE,NA
meteo colonia,2022-05-12T15:55:00Z,16,59,1020.6,9.3,112,ESE,NA
meteo colonia,2022-05-12T16:00:00Z,16.1,59,1020.6,10.1,112,ESE,NA
meteo colonia,2022-05-12T16:05:00Z,15.9,59,1020.5,10.3,117,ESE,NA
meteo colonia,2022-05-12T16:10:00Z,16,59,1020.4,9.7,112,ESE,NA
meteo colonia,2022-05-12T16:15:00Z,16.1,60,1020.3,11.3,109,ESE,NA
meteo colonia,2022-05-12T16:20:00Z,16.2,60,1020.3,9.3,110,ESE,NA
meteo colonia,2022-05-12T16:25:00Z,16.2,59,1020.3,10.9,113,ESE,NA
meteo colonia,2022-05-12T16:30:00Z,16.1,59,1020.2,10.5,116,ESE,NA
meteo colonia,2022-05-12T16:35:00Z,16.3,59,1020.2,10.1,116,ESE,NA
meteo colonia,2022-05-12T16:40:00Z,16.5,59,1020.2,10.3,123,ESE,NA
meteo colonia,2022-05-12T16:45:00Z,16.6,58,1020.1,9.9,129,SE,NA
meteo colonia,2022-05-12T16:50:00Z,16.8,57,1020.1,8.7,123,ESE,NA
meteo colonia,2022-05-12T16:55:00Z,16.6,58,1020,9.7,120,ESE,NA
meteo colonia,2022-05-12T17:00:00Z,16.6,59,1019.9,9.5,124,SE,NA
meteo colonia,2022-05-12T17:05:00Z,16.7,57,1019.8,9.9,127,SE,NA
meteo colonia,2022-05-12T17:10:00Z,16.7,57,1019.7,9.7,123,ESE,NA
meteo colonia,2022-05-12T17:15:00Z,16.7,57,1019.6,9.3,126,SE,NA
meteo colonia,2022-05-12T17:20:00Z,16.4,58,1019.5,9.7,117,ESE,NA
meteo colonia,2022-05-12T17:25:00Z,16.5,58,1019.4,8.9,124,SE,NA
meteo colonia,2022-05-12T17:30:00Z,16.5,57,1019.3,10.3,119,ESE,NA
meteo colonia,2022-05-12T17:35:00Z,16.4,58,1019.2,10.1,116,ESE,NA
meteo colonia,2022-05-12T17:40:00Z,16.4,59,1019,12.2,114,ESE,NA
meteo colonia,2022-05-12T17:45:00Z,16.2,60,1019,11.3,108,ESE,NA
meteo colonia,2022-05-12T17:50:00Z,16.4,59,1018.9,9.7,104,ESE,NA
meteo colonia,2022-05-12T17:55:00Z,16.3,59,1018.8,10.3,110,ESE,NA
meteo colonia,2022-05-12T18:00:00Z,16.3,59,1018.7,10.9,108,ESE,NA
meteo colonia,2022-05-12T18:05:00Z,16.3,60,1018.7,11.3,105,ESE,NA
meteo colonia,2022-05-12T18:10:00Z,16.1,60,1018.6,11.7,112,ESE,NA
meteo colonia,2022-05-12T18:15:00Z,16.1,60,1018.5,11.1,108,ESE,NA
meteo colonia,2022-05-12T18:20:00Z,16.2,61,1018.5,13.2,108,ESE,NA
meteo colonia,2022-05-12T18:25:00Z,16.1,61,1018.3,12.6,105,ESE,NA
meteo colonia,2022-05-12T18:30:00Z,16,61,1018.3,12.6,105,ESE,NA
meteo colonia,2022-05-12T18:35:00Z,16,61,1018.3,12.8,107,ESE,NA
meteo colonia,2022-05-12T18:40:00Z,15.9,64,1018.2,13.4,108,ESE,NA
meteo colonia,2022-05-12T18:45:00Z,16,63,1018.2,12.2,103,ESE,NA
meteo colonia,2022-05-12T18:50:00Z,16,62,1018.2,12.4,106,ESE,NA
meteo colonia,2022-05-12T18:55:00Z,16,63,1018.2,13.8,107,ESE,NA
meteo colonia,2022-05-12T19:00:00Z,16,62,1018.1,12.8,103,ESE,NA
meteo colonia,2022-05-12T19:05:00Z,15.8,62,1018.1,12.8,106,ESE,NA
meteo colonia,2022-05-12T19:10:00Z,15.8,63,1018.1,12.8,105,ESE,NA
meteo colonia,2022-05-12T19:15:00Z,15.9,63,1018.1,12.1,105,ESE,NA
meteo colonia,2022-05-12T19:20:00Z,15.8,63,1018.1,12.8,105,ESE,NA
meteo colonia,2022-05-12T19:25:00Z,15.9,63,1018,12.1,101,E,NA
meteo colonia,2022-05-12T19:30:00Z,15.9,64,1017.9,13,102,ESE,NA
meteo colonia,2022-05-12T19:35:00Z,15.9,64,1017.8,13.6,97,E,NA
meteo colonia,2022-05-12T19:40:00Z,15.8,64,1017.8,13,99,E,NA
meteo colonia,2022-05-12T19:45:00Z,15.9,64,1017.9,12.8,95,E,NA
meteo colonia,2022-05-12T19:50:00Z,15.9,64,1017.9,13,101,E,NA
meteo colonia,2022-05-12T19:55:00Z,15.8,64,1017.8,12.4,100,E,NA
meteo colonia,2022-05-12T20:00:00Z,15.8,65,1017.9,13.4,101,E,NA
meteo colonia,2022-05-12T20:05:00Z,15.7,66,1017.9,13.4,95,E,NA
meteo colonia,2022-05-12T20:10:00Z,15.7,65,1018,13.2,99,E,NA
meteo colonia,2022-05-12T20:15:00Z,15.5,66,1017.9,13.2,101,E,NA
meteo colonia,2022-05-12T20:20:00Z,15.5,66,1017.9,11.9,90,E,NA
meteo colonia,2022-05-12T20:25:00Z,15.4,66,1017.9,12.4,96,E,NA
meteo colonia,2022-05-12T20:30:00Z,15.3,68,1017.9,12.8,100,E,NA
meteo colonia,2022-05-12T20:35:00Z,15.2,68,1017.8,14.2,98,E,NA
meteo colonia,2022-05-12T20:40:00Z,15.1,68,1017.8,12.6,91,E,NA
meteo colonia,2022-05-12T20:45:00Z,15.1,69,1017.7,13.2,95,E,NA
meteo colonia,2022-05-12T20:50:00Z,15,69,1017.6,11.3,91,E,NA
meteo colonia,2022-05-12T20:55:00Z,15,69,1017.6,13.4,90,E,NA
meteo colonia,2022-05-12T21:00:00Z,15,71,1017.6,13.4,98,E,NA
meteo colonia,2022-05-12T21:05:00Z,14.9,70,1017.6,11.1,84,E,NA
meteo colonia,2022-05-12T21:10:00Z,14.9,70,1017.6,14.8,94,E,NA
meteo colonia,2022-05-12T21:15:00Z,14.9,70,1017.6,14.2,88,E,NA
meteo colonia,2022-05-12T21:20:00Z,14.9,71,1017.6,13.4,88,E,NA
meteo colonia,2022-05-12T21:25:00Z,14.8,70,1017.6,11.9,84,E,NA
meteo colonia,2022-05-12T21:30:00Z,14.8,71,1017.6,12.4,85,E,NA
meteo colonia,2022-05-12T21:35:00Z,14.7,70,1017.6,12.4,87,E,NA
meteo colonia,2022-05-12T21:40:00Z,14.7,71,1017.6,13.2,84,E,NA
meteo colonia,2022-05-12T21:45:00Z,14.8,71,1017.7,14,93,E,NA
meteo colonia,2022-05-12T21:50:00Z,15,71,1017.7,13.8,83,E,NA
meteo colonia,2022-05-12T21:55:00Z,14.8,70,1017.7,13.8,84,E,NA
meteo colonia,2022-05-12T22:00:00Z,14.7,71,1017.7,12.8,80,E,NA
meteo colonia,2022-05-12T22:05:00Z,14.7,71,1017.7,16.1,86,E,NA
meteo colonia,2022-05-12T22:10:00Z,14.8,71,1017.8,13.4,86,E,NA
meteo colonia,2022-05-12T22:15:00Z,14.7,71,1017.9,12.1,82,E,NA
meteo colonia,2022-05-12T22:20:00Z,14.6,71,1017.8,13,82,E,NA
meteo colonia,2022-05-12T22:25:00Z,14.7,72,1017.9,14,82,E,NA
meteo colonia,2022-05-12T22:30:00Z,14.6,71,1018,12.4,79,E,NA
meteo colonia,2022-05-12T22:35:00Z,14.6,71,1018.1,13.8,79,E,NA
meteo colonia,2022-05-12T22:40:00Z,14.5,72,1018.1,11.7,76,ENE,NA
meteo colonia,2022-05-12T22:45:00Z,14.4,72,1018.1,11.9,74,ENE,NA
meteo colonia,2022-05-12T22:50:00Z,14.3,73,1018.1,10.9,75,ENE,NA
meteo colonia,2022-05-12T22:55:00Z,14.3,73,1018.1,11.3,72,ENE,NA
meteo colonia,2022-05-12T23:00:00Z,14.2,73,1018.1,10.9,71,ENE,NA
meteo colonia,2022-05-12T23:05:00Z,14.1,72,1018.2,10.1,70,ENE,NA
meteo colonia,2022-05-12T23:10:00Z,14.1,72,1018.3,9.5,67,ENE,NA
meteo colonia,2022-05-12T23:15:00Z,13.9,73,1018.3,9.5,65,ENE,NA
meteo colonia,2022-05-12T23:20:00Z,13.7,74,1018.2,9.3,65,ENE,NA
meteo colonia,2022-05-12T23:25:00Z,13.6,74,1018.1,10.1,65,ENE,NA
meteo colonia,2022-05-12T23:30:00Z,13.5,75,1018.2,10.1,58,ENE,NA
meteo colonia,2022-05-12T23:35:00Z,13.3,75,1018.2,10.3,54,NE,NA
meteo colonia,2022-05-12T23:40:00Z,13.1,76,1018.3,10.3,55,NE,NA
meteo colonia,2022-05-12T23:45:00Z,12.9,76,1018.3,9.7,59,ENE,NA
meteo colonia,2022-05-12T23:50:00Z,12.9,77,1018.3,9.3,60,ENE,NA
meteo colonia,2022-05-12T23:55:00Z,12.8,77,1018.3,9.5,57,ENE,NA
meteo colonia,2022-05-13T00:00:00Z,12.9,76,1018.3,9.9,62,ENE,NA
meteo colonia,2022-05-13T00:05:00Z,13,75,1018.3,11.3,61,ENE,NA
meteo colonia,2022-05-13T00:10:00Z,13.1,74,1018.3,12.4,64,ENE,NA
meteo colonia,2022-05-13T00:15:00Z,13.1,74,1018.3,11.3,65,ENE,NA
meteo colonia,2022-05-13T00:20:00Z,13,74,1018.3,11.3,59,ENE,NA
meteo colonia,2022-05-13T00:25:00Z,12.8,75,1018.4,10.1,56,NE,NA
meteo colonia,2022-05-13T00:30:00Z,12.6,76,1018.5,10.7,55,NE,NA
meteo colonia,2022-05-13T00:35:00Z,12.5,77,1018.5,10.7,56,NE,NA
meteo colonia,2022-05-13T00:40:00Z,12.5,78,1018.6,10.7,56,NE,NA
meteo colonia,2022-05-13T00:45:00Z,12.4,78,1018.6,11.9,59,ENE,NA
meteo colonia,2022-05-13T00:50:00Z,12.7,77,1018.6,15,64,ENE,NA
meteo colonia,2022-05-13T00:55:00Z,12.8,76,1018.6,12.2,65,ENE,NA
meteo colonia,2022-05-13T01:00:00Z,12.7,76,1018.6,13.2,64,ENE,NA
meteo colonia,2022-05-13T01:05:00Z,12.7,76,1018.7,14.4,63,ENE,NA
meteo colonia,2022-05-13T01:10:00Z,12.7,77,1018.7,13.8,61,ENE,NA
meteo colonia,2022-05-13T01:15:00Z,12.6,77,1018.7,15.4,63,ENE,NA
meteo colonia,2022-05-13T01:20:00Z,12.5,77,1018.7,13,62,ENE,NA
meteo colonia,2022-05-13T01:25:00Z,12.5,77,1018.7,13.6,61,ENE,NA
meteo colonia,2022-05-13T01:30:00Z,12.5,77,1018.7,14.4,61,ENE,NA
meteo colonia,2022-05-13T01:35:00Z,12.6,76,1018.7,15,64,ENE,NA
meteo colonia,2022-05-13T01:40:00Z,12.7,74,1018.7,14,64,ENE,NA
meteo colonia,2022-05-13T01:45:00Z,12.7,74,1018.7,15,67,ENE,NA
meteo colonia,2022-05-13T01:50:00Z,12.6,74,1018.8,14,70,ENE,NA
meteo colonia,2022-05-13T01:55:00Z,12.5,74,1018.9,13.6,71,ENE,NA
meteo colonia,2022-05-13T02:00:00Z,12.4,73,1018.9,13.2,73,ENE,NA
meteo colonia,2022-05-13T02:05:00Z,12.3,74,1018.9,10.9,64,ENE,NA
meteo colonia,2022-05-13T02:10:00Z,12.1,75,1018.9,11.3,62,ENE,NA
meteo colonia,2022-05-13T02:15:00Z,11.8,76,1018.9,11.1,61,ENE,NA
meteo colonia,2022-05-13T02:20:00Z,11.8,76,1018.9,10.3,62,ENE,NA
meteo colonia,2022-05-13T02:25:00Z,11.7,76,1018.8,10.1,58,ENE,NA
meteo colonia,2022-05-13T02:30:00Z,11.6,77,1018.9,9.9,55,NE,NA
meteo colonia,2022-05-13T02:35:00Z,11.5,77,1019,10.3,55,NE,NA
meteo colonia,2022-05-13T02:40:00Z,11.4,77,1019,10.1,52,NE,NA
meteo colonia,2022-05-13T02:45:00Z,11.3,78,1018.9,10.3,49,NE,NA
meteo colonia,2022-05-13T02:50:00Z,11.2,78,1018.8,11.5,48,NE,NA
meteo colonia,2022-05-13T02:55:00Z,11.3,77,1018.8,12.1,44,NE,NA
meteo colonia,2022-05-13T03:00:00Z,11.4,77,1018.8,11.1,44,NE,NA
meteo colonia,2022-05-13T03:05:00Z,11.3,77,1018.7,11.7,47,NE,NA
meteo colonia,2022-05-13T03:10:00Z,11.3,77,1018.8,11.3,44,NE,NA
meteo colonia,2022-05-13T03:15:00Z,11.3,76,1018.7,12.6,44,NE,NA
meteo colonia,2022-05-13T03:20:00Z,11.3,76,1018.7,11.5,46,NE,NA
meteo colonia,2022-05-13T03:25:00Z,11.2,75,1018.6,10.3,44,NE,NA
meteo colonia,2022-05-13T03:30:00Z,11.2,75,1018.7,9.3,50,NE,NA
meteo colonia,2022-05-13T03:35:00Z,11.2,74,1018.7,10.7,49,NE,NA
meteo colonia,2022-05-13T03:40:00Z,11.2,73,1018.7,12.1,47,NE,NA
meteo colonia,2022-05-13T03:45:00Z,11.2,74,1018.7,9.7,47,NE,NA
meteo colonia,2022-05-13T03:50:00Z,11,75,1018.6,10.7,46,NE,NA
meteo colonia,2022-05-13T03:55:00Z,10.9,75,1018.5,10.5,49,NE,NA
meteo colonia,2022-05-13T04:00:00Z,10.9,75,1018.4,10.1,48,NE,NA
meteo colonia,2022-05-13T04:05:00Z,10.8,76,1018.3,10.1,51,NE,NA
meteo colonia,2022-05-13T04:10:00Z,10.7,76,1018.2,10.5,47,NE,NA
meteo colonia,2022-05-13T04:15:00Z,10.8,75,1018.1,11.3,46,NE,NA
meteo colonia,2022-05-13T04:20:00Z,10.8,75,1018,10.7,46,NE,NA
meteo colonia,2022-05-13T04:25:00Z,10.9,74,1018,10.5,42,NE,NA
meteo colonia,2022-05-13T04:30:00Z,10.8,74,1018,11.3,44,NE,NA
meteo colonia,2022-05-13T04:35:00Z,10.8,74,1017.9,12.6,45,NE,NA
meteo colonia,2022-05-13T04:40:00Z,10.8,73,1017.9,11.7,43,NE,NA
meteo colonia,2022-05-13T04:45:00Z,10.8,73,1017.8,12.4,46,NE,NA
meteo colonia,2022-05-13T04:50:00Z,10.7,73,1017.8,11.3,43,NE,NA
meteo colonia,2022-05-13T04:55:00Z,10.7,73,1017.8,12.6,42,NE,NA
meteo colonia,2022-05-13T05:00:00Z,10.7,73,1017.7,15.4,42,NE,NA
meteo colonia,2022-05-13T05:05:00Z,10.7,73,1017.6,11.3,45,NE,NA
meteo colonia,2022-05-13T05:10:00Z,10.6,73,1017.6,12.2,45,NE,NA
meteo colonia,2022-05-13T05:15:00Z,10.6,73,1017.7,11.7,46,NE,NA
meteo colonia,2022-05-13T05:20:00Z,10.6,73,1017.6,12.1,46,NE,NA
meteo colonia,2022-05-13T05:25:00Z,10.6,73,1017.6,12.1,44,NE,NA
meteo colonia,2022-05-13T05:30:00Z,10.5,73,1017.5,13.2,47,NE,NA
meteo colonia,2022-05-13T05:35:00Z,10.5,74,1017.4,10.7,42,NE,NA
meteo colonia,2022-05-13T05:40:00Z,10.5,74,1017.5,12.4,45,NE,NA
meteo colonia,2022-05-13T05:45:00Z,10.5,73,1017.4,12.6,45,NE,NA
meteo colonia,2022-05-13T05:50:00Z,10.6,73,1017.4,13.8,43,NE,NA
meteo colonia,2022-05-13T05:55:00Z,10.8,72,1017.4,13.4,43,NE,NA
meteo colonia,2022-05-13T06:00:00Z,10.8,72,1017.3,11.9,44,NE,NA
meteo colonia,2022-05-13T06:05:00Z,10.7,72,1017.3,13.6,38,NE,NA
meteo colonia,2022-05-13T06:10:00Z,10.7,72,1017.2,15.2,38,NE,NA
meteo colonia,2022-05-13T06:15:00Z,10.7,72,1017.2,14.6,39,NE,NA
meteo colonia,2022-05-13T06:20:00Z,10.6,73,1017.2,14.6,37,NE,NA
meteo colonia,2022-05-13T06:25:00Z,10.5,73,1017.2,15.7,37,NE,NA
meteo colonia,2022-05-13T06:30:00Z,10.4,74,1017.2,13.8,36,NE,NA
meteo colonia,2022-05-13T06:35:00Z,10.4,74,1017,13.8,39,NE,NA
meteo colonia,2022-05-13T06:40:00Z,10.4,74,1017,13.2,38,NE,NA
meteo colonia,2022-05-13T06:45:00Z,10.4,75,1016.9,13.6,40,NE,NA
meteo colonia,2022-05-13T06:50:00Z,10.3,75,1016.8,13.2,38,NE,NA
meteo colonia,2022-05-13T06:55:00Z,10.3,75,1016.8,13.4,38,NE,NA
meteo colonia,2022-05-13T07:00:00Z,10.4,75,1016.8,13.8,38,NE,NA
meteo colonia,2022-05-13T07:05:00Z,10.3,76,1016.8,13.4,35,NE,NA
meteo colonia,2022-05-13T07:10:00Z,10.2,77,1016.7,13.2,35,NE,NA
meteo colonia,2022-05-13T07:15:00Z,10.1,77,1016.7,14,34,NE,NA
meteo colonia,2022-05-13T07:20:00Z,10,78,1016.7,12.6,35,NE,NA
meteo colonia,2022-05-13T07:25:00Z,10,78,1016.6,12.8,35,NE,NA
meteo colonia,2022-05-13T07:30:00Z,10.1,77,1016.7,15,32,NNE,NA
meteo colonia,2022-05-13T07:35:00Z,10.1,77,1016.7,14.4,31,NNE,NA
meteo colonia,2022-05-13T07:40:00Z,10.2,77,1016.6,14.8,32,NNE,NA
meteo colonia,2022-05-13T07:45:00Z,10.2,77,1016.6,13.8,32,NNE,NA
meteo colonia,2022-05-13T07:50:00Z,10.1,78,1016.7,14,34,NE,NA
meteo colonia,2022-05-13T07:55:00Z,10,78,1016.7,12.4,34,NE,NA
meteo colonia,2022-05-13T08:00:00Z,10,78,1016.7,13.2,34,NE,NA
meteo colonia,2022-05-13T08:05:00Z,10,78,1016.8,11.7,35,NE,NA
meteo colonia,2022-05-13T08:10:00Z,10.1,78,1016.8,12.2,34,NE,NA
meteo colonia,2022-05-13T08:15:00Z,10.1,78,1016.8,10.7,34,NE,NA
meteo colonia,2022-05-13T08:20:00Z,10.1,78,1016.9,12.1,33,NNE,NA
meteo colonia,2022-05-13T08:25:00Z,10,78,1016.9,12.1,34,NE,NA
meteo colonia,2022-05-13T08:30:00Z,10,78,1016.9,11.9,34,NE,NA
meteo colonia,2022-05-13T08:35:00Z,10,78,1017,11.1,36,NE,NA
meteo colonia,2022-05-13T08:40:00Z,10.2,78,1017,12.4,35,NE,NA
