fecha,marea,temperatura
2022-06-10T23:25:00Z,2.206,11
2022-06-10T23:20:00Z,2.251,11
2022-06-10T23:15:00Z,2.199,11
2022-06-10T23:10:00Z,2.185,11
2022-06-10T23:05:00Z,2.175,11
2022-06-10T23:00:00Z,2.181,11
2022-06-10T22:55:00Z,2.162,11
2022-06-10T22:50:00Z,2.206,11.1
2022-06-10T22:45:00Z,2.143,11.1
2022-06-10T22:40:00Z,2.143,11.1
2022-06-10T22:35:00Z,2.145,11.1
2022-06-10T22:30:00Z,2.134,11.1
2022-06-10T22:25:00Z,2.129,11.1
2022-06-10T22:20:00Z,2.127,11.1
2022-06-10T22:15:00Z,2.13,11.1
2022-06-10T22:10:00Z,2.106,11.1
2022-06-10T22:05:00Z,2.091,11.1
2022-06-10T22:00:00Z,2.099,11.1
2022-06-10T21:55:00Z,2.113,11.1
2022-06-10T21:50:00Z,2.1,11.1
2022-06-10T21:45:00Z,2.1,11.1
2022-06-10T21:40:00Z,2.119,11.1
2022-06-10T21:35:00Z,2.117,11.1
2022-06-10T21:30:00Z,2.135,11.1
2022-06-10T21:25:00Z,2.174,11.1
2022-06-10T21:20:00Z,2.123,11.1
2022-06-10T21:15:00Z,2.1,11.1
2022-06-10T21:10:00Z,2.121,11.1
2022-06-10T21:05:00Z,2.095,11.1
2022-06-10T21:00:00Z,2.069,11.1
2022-06-10T20:55:00Z,2.088,11.1
2022-06-10T20:50:00Z,2.102,11.1
2022-06-10T20:45:00Z,2.095,11.1
2022-06-10T20:40:00Z,2.052,11.1
2022-06-10T20:35:00Z,2.117,11.1
2022-06-10T20:30:00Z,2.123,11.1
2022-06-10T20:25:00Z,2.135,11.1
2022-06-10T20:20:00Z,2.147,11.1
2022-06-10T20:15:00Z,2.098,11.1
2022-06-10T20:10:00Z,2.139,11.1
2022-06-10T20:05:00Z,2.086,11.1
2022-06-10T20:00:00Z,2.152,11.1
2022-06-10T19:55:00Z,2.125,11.1
2022-06-10T19:50:00Z,2.135,11.1
2022-06-10T19:45:00Z,2.109,11.1
2022-06-10T19:40:00Z,2.132,11.1
2022-06-10T19:35:00Z,2.108,11.1
2022-06-10T19:30:00Z,2.144,11.1
2022-06-10T19:25:00Z,2.093,11.1
2022-06-10T19:20:00Z,2.07,11.1
2022-06-10T19:15:00Z,2.091,11.1
2022-06-10T19:10:00Z,2.06,11.1
2022-06-10T19:05:00Z,2.07,11.1
2022-06-10T19:00:00Z,2.024,11.1
2022-06-10T18:55:00Z,2.009,11.1
2022-06-10T18:50:00Z,2.067,11.1
2022-06-10T18:45:00Z,2.068,11.1
2022-06-10T18:40:00Z,2.06,11.1
2022-06-10T18:35:00Z,2.032,11.1
2022-06-10T18:30:00Z,2.061,11.1
2022-06-10T18:25:00Z,2.069,11.1
2022-06-10T18:20:00Z,2.062,11.1
2022-06-10T18:15:00Z,2.045,11.1
2022-06-10T18:10:00Z,2.059,11.1
2022-06-10T18:05:00Z,2.034,11.1
2022-06-10T18:00:00Z,2.044,11.1
2022-06-10T17:55:00Z,2.04,11.1
2022-06-10T17:50:00Z,2.054,11.1
2022-06-10T17:45:00Z,2.028,11.1
2022-06-10T17:40:00Z,2.053,11.1
