fecha,temperatura,humedad,presion,vel_viento,dir_viento,dir_viento_2
2022-08-16T23:25:08Z,13.6,45,1005.9,11.7,40,NE
2022-08-16T23:20:10Z,13.7,44,1006,11.5,34,NE
2022-08-16T23:15:08Z,13.8,44,1006.3,10.7,32,NNE
2022-08-16T23:10:10Z,14,43,1006.4,9.1,33,NNE
2022-08-16T23:05:08Z,14.1,42,1006.4,12.2,34,NE
2022-08-16T23:00:10Z,14.3,42,1006.3,11.1,32,NNE
2022-08-16T22:55:08Z,14.4,42,1006.3,11.9,37,NE
2022-08-16T22:50:10Z,14.3,42,1006.4,10.1,35,NE
2022-08-16T22:45:08Z,14.3,43,1006.4,9.3,34,NE
2022-08-16T22:40:10Z,14.5,42,1006.3,9.7,38,NE
2022-08-16T22:35:08Z,15,40,1006.2,11.1,32,NNE
2022-08-16T22:30:10Z,15.4,37,1006.4,10.3,53,NE
2022-08-16T22:25:08Z,15.5,36,1006.5,10.3,88,E
2022-08-16T22:20:10Z,15.5,37,1006.5,11.1,94,E
2022-08-16T22:15:08Z,15.5,38,1006.7,6.6,171,S
2022-08-16T22:10:10Z,15.5,38,1006.6,8.4,179,S
2022-08-16T22:05:08Z,15.6,38,1006.7,7,187,S
2022-08-16T22:00:10Z,15.6,38,1006.7,8.6,124,SE
2022-08-16T21:55:08Z,15.7,38,1006.8,7.8,133,SE
2022-08-16T21:50:10Z,15.8,38,1007,6.6,211,SSW
2022-08-16T21:45:08Z,15.8,38,1007.1,7.4,202,SSW
2022-08-16T21:40:10Z,15.8,38,1007.1,6.8,208,SSW
2022-08-16T21:35:08Z,15.9,37,1007.1,6.6,194,SSW
2022-08-16T21:30:10Z,16,36,1006.9,8,176,S
2022-08-16T21:25:08Z,16.2,35,1006.7,8.4,184,S
2022-08-16T21:20:10Z,16.2,35,1006.7,8.4,166,SSE
2022-08-16T21:15:08Z,16.3,35,1006.9,8.4,185,S
2022-08-16T21:10:10Z,16.4,34,1007.1,7.8,198,SSW
2022-08-16T21:05:08Z,16.5,34,1007.2,8,255,WSW
2022-08-16T21:00:10Z,16.5,35,1007.1,9.5,263,W
2022-08-16T20:55:08Z,16.5,36,1006.9,8.6,269,W
2022-08-16T20:50:10Z,16.6,37,1007,11.5,303,WNW
2022-08-16T20:45:08Z,16.7,38,1006.9,9.3,265,W
2022-08-16T20:40:10Z,16.7,37,1006.8,10.3,292,WNW
2022-08-16T20:35:08Z,16.7,38,1006.9,10.5,300,WNW
2022-08-16T20:30:10Z,16.7,39,1007,11.7,309,NW
2022-08-16T20:25:08Z,16.7,38,1007,10.3,292,WNW
2022-08-16T20:20:10Z,16.8,37,1006.9,11.7,294,WNW
2022-08-16T20:15:08Z,16.8,36,1006.9,11.5,300,WNW
2022-08-16T20:10:10Z,16.9,35,1007,14.2,311,NW
2022-08-16T20:05:08Z,16.9,36,1006.9,13.6,306,NW
2022-08-16T20:00:10Z,16.8,37,1007.1,15,312,NW
2022-08-16T19:55:08Z,16.8,38,1007.1,15.6,303,WNW
2022-08-16T19:50:10Z,16.9,36,1007.2,15.7,313,NW
2022-08-16T19:45:08Z,16.9,37,1007.3,15.2,314,NW
2022-08-16T19:40:10Z,17,36,1007.3,13.6,315,NW
2022-08-16T19:35:08Z,17.1,35,1007.2,18.1,313,NW
2022-08-16T19:30:10Z,17.2,34,1007.2,17.5,311,NW
2022-08-16T19:25:08Z,17.2,33,1007.2,17.7,316,NW
2022-08-16T19:20:10Z,17.4,33,1007.2,17.5,319,NW
2022-08-16T19:15:08Z,17.5,32,1007.4,15.7,310,NW
2022-08-16T19:10:10Z,17.6,33,1007.3,18.1,313,NW
2022-08-16T19:05:08Z,17.6,36,1007.1,15.6,314,NW
2022-08-16T19:00:10Z,17.7,37,1007,19.8,311,NW
2022-08-16T18:55:08Z,17.8,34,1007.1,17.9,310,NW
2022-08-16T18:50:10Z,18,33,1007.1,16.1,313,NW
2022-08-16T18:45:08Z,17.7,37,1007.1,15.7,312,NW
2022-08-16T18:40:10Z,17.5,38,1007.2,16.7,306,NW
2022-08-16T18:35:08Z,17.7,34,1007.2,17.9,309,NW
2022-08-16T18:30:10Z,17.8,33,1007.2,17.7,314,NW
2022-08-16T18:25:08Z,17.5,35,1007.2,16.9,309,NW
2022-08-16T18:20:10Z,17.2,36,1007.3,18.9,312,NW
2022-08-16T18:15:08Z,17.2,36,1007.4,17.5,313,NW
2022-08-16T18:10:10Z,16.8,38,1007.3,15.4,310,NW
2022-08-16T18:05:08Z,16.5,41,1007.4,15.2,314,NW
2022-08-16T18:00:10Z,16.4,42,1007.4,16.1,310,NW
2022-08-16T17:55:08Z,16.4,43,1007.5,16.9,310,NW
2022-08-16T17:50:10Z,16.2,44,1007.6,18.5,307,NW
2022-08-16T17:45:08Z,16.3,44,1007.8,16.7,303,WNW
2022-08-16T17:40:10Z,16.3,43,1007.7,16.9,305,NW
2022-08-16T17:35:08Z,16.2,42,1007.7,18.1,303,WNW
2022-08-16T17:30:10Z,16,43,1007.6,19.4,308,NW
2022-08-16T17:25:08Z,16,42,1007.6,18.9,305,NW
2022-08-16T17:20:10Z,15.9,42,1007.7,19,308,NW
2022-08-16T17:15:08Z,16,40,1007.7,17.7,309,NW
2022-08-16T17:10:10Z,16,38,1007.8,18.1,310,NW
2022-08-16T17:05:08Z,16,38,1007.9,17.3,305,NW
2022-08-16T17:00:10Z,15.8,39,1007.9,18.9,311,NW
2022-08-16T16:55:08Z,15.5,39,1008,19.2,307,NW
2022-08-16T16:50:10Z,15.7,36,1008.1,19.4,311,NW
