fecha,marea
2022-06-25T23:25:02Z,1.148
2022-06-25T23:20:02Z,1.165
2022-06-25T23:15:02Z,1.18
2022-06-25T23:10:02Z,1.162
2022-06-25T23:05:02Z,1.196
2022-06-25T23:00:02Z,1.125
2022-06-25T22:55:02Z,1.172
2022-06-25T22:50:02Z,1.191
2022-06-25T22:45:02Z,1.188
2022-06-25T22:40:02Z,1.189
2022-06-25T22:35:02Z,1.247
2022-06-25T22:30:02Z,1.186
2022-06-25T22:25:02Z,1.226
2022-06-25T22:20:02Z,1.214
2022-06-25T22:15:02Z,1.178
2022-06-25T22:10:02Z,1.209
2022-06-25T22:05:02Z,1.228
2022-06-25T22:00:02Z,1.171
2022-06-25T21:55:02Z,1.2
2022-06-25T21:50:02Z,1.223
2022-06-25T21:45:02Z,1.215
2022-06-25T21:40:02Z,1.225
2022-06-25T21:35:02Z,1.201
2022-06-25T21:30:02Z,1.232
2022-06-25T21:25:02Z,1.239
2022-06-25T21:20:02Z,1.277
2022-06-25T21:15:02Z,1.239
2022-06-25T21:10:02Z,1.244
2022-06-25T21:05:02Z,1.284
2022-06-25T21:00:02Z,1.241
2022-06-25T20:55:02Z,1.302
2022-06-25T20:50:02Z,1.277
2022-06-25T20:45:02Z,1.273
2022-06-25T20:40:02Z,1.261
2022-06-25T20:35:02Z,1.289
2022-06-25T20:30:02Z,1.256
2022-06-25T20:25:02Z,1.282
2022-06-25T20:20:02Z,1.307
2022-06-25T20:15:02Z,1.287
2022-06-25T20:10:02Z,1.333
2022-06-25T20:05:02Z,1.317
2022-06-25T20:00:02Z,1.329
2022-06-25T19:55:02Z,1.31
2022-06-25T19:50:02Z,1.369
2022-06-25T19:45:02Z,1.347
2022-06-25T19:40:02Z,1.348
2022-06-25T19:35:02Z,1.375
2022-06-25T19:30:02Z,1.318
2022-06-25T19:25:02Z,1.371
2022-06-25T19:20:02Z,1.337
2022-06-25T19:15:02Z,1.333
2022-06-25T19:10:02Z,1.313
2022-06-25T19:05:02Z,1.319
2022-06-25T19:00:02Z,1.305
2022-06-25T18:55:02Z,1.298
2022-06-25T18:50:02Z,1.283
2022-06-25T18:45:02Z,1.261
2022-06-25T18:40:02Z,1.265
2022-06-25T18:35:02Z,1.278
2022-06-25T18:30:02Z,1.272
2022-06-25T18:25:02Z,1.25
2022-06-25T18:20:02Z,1.286
2022-06-25T18:15:02Z,1.26
2022-06-25T18:10:02Z,1.263
2022-06-25T18:05:02Z,1.23
2022-06-25T18:00:02Z,1.259
2022-06-25T17:55:02Z,1.226
2022-06-25T17:50:02Z,1.221
2022-06-25T17:45:02Z,1.242
2022-06-25T17:40:02Z,1.201
2022-06-25T17:35:02Z,1.186
2022-06-25T17:30:02Z,1.21
2022-06-25T17:25:02Z,1.205
2022-06-25T17:20:02Z,1.198
2022-06-25T17:15:02Z,1.18
2022-06-25T17:10:02Z,1.174
2022-06-25T17:05:02Z,1.17
2022-06-25T17:00:02Z,1.156
2022-06-25T16:55:02Z,1.162
2022-06-25T16:50:02Z,1.14
2022-06-25T16:45:02Z,1.194
2022-06-25T16:40:02Z,1.129
2022-06-25T16:35:02Z,1.172
2022-06-25T16:30:02Z,1.15
2022-06-25T16:25:02Z,1.149
2022-06-25T16:20:02Z,1.156
2022-06-25T16:15:02Z,1.128
2022-06-25T16:10:02Z,1.15
2022-06-25T16:05:02Z,1.1
2022-06-25T16:00:02Z,1.111
2022-06-25T15:55:02Z,1.121
2022-06-25T15:50:02Z,1.098
2022-06-25T15:45:02Z,1.131
2022-06-25T15:40:02Z,1.172
2022-06-25T15:35:03Z,1.139
2022-06-25T15:30:03Z,1.155
2022-06-25T15:25:02Z,1.145
2022-06-25T15:20:02Z,1.179
2022-06-25T15:15:02Z,1.157
2022-06-25T15:10:02Z,1.172
2022-06-25T15:05:02Z,1.167
2022-06-25T15:00:02Z,1.164
2022-06-25T14:55:02Z,1.166
2022-06-25T14:50:02Z,1.175
2022-06-25T14:45:02Z,1.211
2022-06-25T14:40:02Z,1.178
2022-06-25T14:35:02Z,1.165
2022-06-25T14:30:02Z,1.161
2022-06-25T14:25:02Z,1.194
2022-06-25T14:20:02Z,1.169
2022-06-25T14:15:02Z,1.211
2022-06-25T14:10:02Z,1.183
2022-06-25T14:05:02Z,1.187
2022-06-25T14:00:02Z,1.163
2022-06-25T13:55:02Z,1.218
2022-06-25T13:50:02Z,1.184
2022-06-25T13:45:02Z,1.22
2022-06-25T13:40:02Z,1.212
2022-06-25T13:35:02Z,1.184
2022-06-25T13:30:02Z,1.215
2022-06-25T13:25:02Z,1.211
2022-06-25T13:20:02Z,1.217
2022-06-25T13:15:02Z,1.188
2022-06-25T13:10:02Z,1.232
2022-06-25T13:05:02Z,1.219
2022-06-25T13:00:02Z,1.192
2022-06-25T12:55:02Z,1.186
2022-06-25T12:50:02Z,1.204
2022-06-25T12:45:02Z,1.155
2022-06-25T12:40:02Z,1.183
2022-06-25T12:35:02Z,1.179
2022-06-25T12:30:02Z,1.19
2022-06-25T12:25:02Z,1.213
2022-06-25T12:20:02Z,1.205
2022-06-25T12:15:02Z,1.174
2022-06-25T12:10:02Z,1.188
2022-06-25T12:05:02Z,1.207
2022-06-25T12:00:02Z,1.18
2022-06-25T11:55:02Z,1.185
2022-06-25T11:50:02Z,1.18
2022-06-25T11:45:02Z,1.164
2022-06-25T11:40:02Z,1.157
2022-06-25T11:35:02Z,1.175
2022-06-25T11:30:02Z,1.166
