fecha,temperatura,humedad,presion,vel_viento,dir_viento,dir_viento_2
2022-06-28T23:30:10Z,9.4,91,1016.2,9,293,WNW
2022-06-28T23:25:08Z,9.4,90,1016.2,8.7,297,WNW
2022-06-28T23:20:10Z,9.5,89,1016.1,8.8,298,WNW
2022-06-28T23:15:08Z,9.6,88,1016.1,9,297,WNW
2022-06-28T23:10:10Z,9.7,87,1016.1,9.6,292,WNW
2022-06-28T23:05:08Z,9.6,87,1016.1,9.5,291,WNW
2022-06-28T23:00:10Z,9.7,87,1016,9.4,294,WNW
2022-06-28T22:55:08Z,9.7,87,1015.9,8.6,291,WNW
2022-06-28T22:50:10Z,9.6,87,1015.8,8.5,291,WNW
2022-06-28T22:45:08Z,9.5,89,1015.7,7.3,296,WNW
2022-06-28T22:40:10Z,9.6,88,1015.5,6.7,307,NW
2022-06-28T22:35:08Z,9.6,88,1015.5,6.2,309,NW
2022-06-28T22:30:10Z,9.6,88,1015.5,6.3,309,NW
2022-06-28T22:25:08Z,9.7,88,1015.6,7.3,307,NW
2022-06-28T22:20:10Z,9.6,89,1015.7,7.7,300,WNW
2022-06-28T22:15:08Z,9.6,89,1015.7,8.2,297,WNW
2022-06-28T22:10:10Z,9.7,89,1015.6,7.7,298,WNW
2022-06-28T22:05:08Z,9.6,89,1015.6,8.1,297,WNW
2022-06-28T22:00:10Z,9.6,89,1015.5,7.4,301,WNW
2022-06-28T21:55:08Z,9.7,89,1015.5,7.7,299,WNW
2022-06-28T21:50:10Z,9.7,88,1015.5,8.2,303,WNW
2022-06-28T21:45:08Z,9.6,89,1015.5,8,304,NW
2022-06-28T21:40:10Z,9.6,88,1015.6,8.8,301,WNW
2022-06-28T21:35:08Z,9.6,89,1015.6,8.6,302,WNW
2022-06-28T21:30:10Z,9.6,89,1015.6,8.5,302,WNW
2022-06-28T21:25:08Z,9.6,89,1015.6,9,300,WNW
2022-06-28T21:20:10Z,9.6,88,1015.5,9.1,300,WNW
2022-06-28T21:15:08Z,9.6,89,1015.4,9,301,WNW
2022-06-28T21:10:10Z,9.5,89,1015.4,8.8,301,WNW
2022-06-28T21:05:08Z,9.5,90,1015.3,8.5,303,WNW
2022-06-28T21:00:10Z,9.5,90,1015.3,8.3,303,WNW
2022-06-28T20:55:08Z,9.6,90,1015.3,8,303,WNW
2022-06-28T20:50:10Z,9.6,90,1015.3,8,299,WNW
2022-06-28T20:45:08Z,9.6,90,1015.3,8.8,298,WNW
2022-06-28T20:40:10Z,9.6,91,1015.3,9,298,WNW
2022-06-28T20:35:08Z,9.6,91,1015.3,8.6,299,WNW
2022-06-28T20:30:10Z,9.6,92,1015.3,8.4,303,WNW
2022-06-28T20:25:08Z,9.7,91,1015.2,7.8,305,NW
2022-06-28T20:20:10Z,9.8,91,1015.3,7.3,301,WNW
2022-06-28T20:15:08Z,9.9,89,1015.4,7.8,293,WNW
2022-06-28T20:10:10Z,9.9,89,1015.3,8.8,287,WNW
2022-06-28T20:05:08Z,9.9,89,1015.3,8.1,285,WNW
2022-06-28T20:00:10Z,9.9,90,1015.3,7.8,286,WNW
2022-06-28T19:55:08Z,9.9,91,1015.3,7.4,294,WNW
2022-06-28T19:50:10Z,9.9,91,1015.3,6.9,293,WNW
2022-06-28T19:45:08Z,9.9,91,1015.4,6.6,291,WNW
2022-06-28T19:40:10Z,9.9,92,1015.3,7.4,293,WNW
2022-06-28T19:35:08Z,9.9,92,1015.4,6.9,297,WNW
2022-06-28T19:30:10Z,9.9,92,1015.4,6.4,298,WNW
2022-06-28T19:25:08Z,9.9,92,1015.4,6.7,297,WNW
2022-06-28T19:20:10Z,9.9,92,1015.3,5.7,298,WNW
2022-06-28T19:15:08Z,9.9,91,1015.3,6.4,299,WNW
2022-06-28T19:10:10Z,10,91,1015.3,7.1,299,WNW
2022-06-28T19:05:08Z,10,90,1015.3,7.2,304,NW
2022-06-28T19:00:10Z,10.1,90,1015.3,7,298,WNW
2022-06-28T18:55:08Z,10.2,89,1015.3,7,289,WNW
2022-06-28T18:50:10Z,10.2,88,1015.4,6.4,280,W
2022-06-28T18:45:08Z,10.3,88,1015.4,6.6,280,W
2022-06-28T18:40:10Z,10.3,88,1015.3,6.4,283,WNW
2022-06-28T18:35:08Z,10.2,89,1015.3,7.7,280,W
2022-06-28T18:30:10Z,10.2,89,1015.3,7.9,281,W
2022-06-28T18:25:08Z,10.2,89,1015.4,7.5,289,WNW
2022-06-28T18:20:10Z,10.2,89,1015.4,7.9,290,WNW
2022-06-28T18:15:08Z,10.1,89,1015.5,8.3,285,WNW
2022-06-28T18:10:10Z,10.1,89,1015.5,7.9,283,WNW
2022-06-28T18:05:08Z,10.1,89,1015.5,7.9,283,WNW
2022-06-28T18:00:10Z,10.1,89,1015.6,7.2,280,W
2022-06-28T17:55:08Z,10.2,89,1015.6,8.5,287,WNW
2022-06-28T17:50:10Z,10.2,88,1015.6,7.3,283,WNW
2022-06-28T17:45:08Z,10.1,88,1015.7,8.1,281,W
2022-06-28T17:40:10Z,10.2,88,1015.6,8.7,279,W
2022-06-28T17:35:08Z,10.2,89,1015.6,7.8,283,WNW
2022-06-28T17:30:10Z,10.2,89,1015.6,7.2,296,WNW
2022-06-28T17:25:08Z,10.1,88,1015.6,5.8,296,WNW
2022-06-28T17:20:10Z,10.2,88,1015.7,6.6,294,WNW
2022-06-28T17:15:08Z,10.2,87,1015.7,6.7,293,WNW
2022-06-28T17:10:10Z,10.1,87,1015.8,7.9,289,WNW
2022-06-28T17:05:08Z,10.1,87,1015.9,7.9,282,WNW
2022-06-28T17:00:10Z,10.2,87,1015.9,7.4,280,W
2022-06-28T16:55:08Z,10.2,86,1015.9,8.7,284,WNW
2022-06-28T16:50:10Z,10.3,86,1016,9,288,WNW
2022-06-28T16:45:08Z,10.4,86,1016,10.1,286,WNW
2022-06-28T16:40:10Z,10.4,86,1016.1,9.9,283,WNW
2022-06-28T16:35:08Z,10.4,87,1016.2,10.4,282,WNW
2022-06-28T16:30:10Z,10.3,86,1016.4,11,284,WNW
2022-06-28T16:25:08Z,10.4,86,1016.4,11.5,287,WNW
2022-06-28T16:20:10Z,10.5,86,1016.2,8.9,287,WNW
2022-06-28T16:15:08Z,10.5,85,1016.2,8.2,286,WNW
2022-06-28T16:10:10Z,10.5,85,1016.3,9.6,283,WNW
2022-06-28T16:05:08Z,10.4,85,1016.3,10.3,276,W
2022-06-28T16:00:10Z,10.5,86,1016.3,9.9,278,W
2022-06-28T15:55:08Z,10.7,87,1016.4,8.7,285,WNW
2022-06-28T15:50:10Z,10.5,87,1016.5,8.1,290,WNW
2022-06-28T15:45:08Z,10.2,87,1016.5,6.9,280,W
2022-06-28T15:40:10Z,10,87,1016.5,8.3,278,W
2022-06-28T15:35:08Z,10.1,88,1016.6,6.7,293,WNW
2022-06-28T15:30:10Z,10.2,88,1016.6,5.6,294,WNW
2022-06-28T15:25:08Z,10.2,87,1016.6,5.3,284,WNW
2022-06-28T15:20:10Z,10.2,86,1016.7,9.1,275,W
2022-06-28T15:15:08Z,10.4,87,1016.7,8.6,274,W
2022-06-28T15:10:10Z,10.3,86,1016.8,9.7,273,W
2022-06-28T15:05:08Z,10.2,87,1016.9,9.3,268,W
2022-06-28T15:00:10Z,10.2,88,1016.9,8.6,273,W
2022-06-28T14:55:08Z,10.2,88,1017,9.2,275,W
2022-06-28T14:50:10Z,10.2,89,1016.9,11.2,272,W
2022-06-28T14:45:08Z,10.2,90,1017.1,8.3,283,WNW
2022-06-28T14:40:10Z,10.2,91,1017.2,7.9,288,WNW
2022-06-28T14:35:08Z,10.3,91,1017.2,6.8,296,WNW
2022-06-28T14:30:10Z,10.3,91,1017.1,6.9,289,WNW
2022-06-28T14:25:08Z,10.3,91,1016.9,5.7,295,WNW
2022-06-28T14:20:10Z,10.2,91,1016.9,3.5,292,WNW
2022-06-28T14:15:08Z,10.2,92,1016.8,5.3,261,W
2022-06-28T14:10:09Z,10.1,93,1016.8,6,260,W
2022-06-28T14:05:08Z,10.2,93,1016.9,4.8,278,W
2022-06-28T14:00:10Z,10.2,93,1016.9,4.3,302,WNW
2022-06-28T13:55:08Z,10.1,93,1016.9,3.9,300,WNW
2022-06-28T13:50:10Z,10,94,1016.9,4.6,294,WNW
2022-06-28T13:45:08Z,10,94,1017.1,6.9,293,WNW
2022-06-28T13:40:09Z,9.9,94,1017.2,7.7,291,WNW
2022-06-28T13:35:09Z,9.9,94,1017.2,8.9,290,WNW
2022-06-28T13:30:10Z,9.8,94,1017.2,7.8,290,WNW
2022-06-28T13:25:09Z,9.8,94,1017.1,7.6,297,WNW
2022-06-28T13:20:10Z,9.8,94,1017.1,7.4,302,WNW
2022-06-28T13:15:09Z,9.8,94,1017.2,9.9,296,WNW
2022-06-28T13:10:10Z,9.8,94,1017.2,9.8,296,WNW
2022-06-28T13:05:09Z,9.8,94,1017,9.2,291,WNW
2022-06-28T13:00:10Z,9.8,93,1017,8.8,295,WNW
2022-06-28T12:55:09Z,9.9,93,1016.9,7.4,295,WNW
2022-06-28T12:50:10Z,9.9,92,1016.8,7.9,291,WNW
2022-06-28T12:45:09Z,9.9,93,1016.8,7.7,289,WNW
2022-06-28T12:40:10Z,9.9,92,1016.6,7.2,292,WNW
2022-06-28T12:35:09Z,9.9,92,1016.5,5.9,297,WNW
2022-06-28T12:30:10Z,9.9,92,1016.5,7.4,292,WNW
2022-06-28T12:25:08Z,9.8,92,1016.5,7.5,291,WNW
2022-06-28T12:20:10Z,9.8,92,1016.7,8.3,301,WNW
2022-06-28T12:15:08Z,9.7,92,1016.8,8.3,301,WNW
2022-06-28T12:10:10Z,9.7,91,1016.8,8.6,301,WNW
2022-06-28T12:05:08Z,9.6,90,1016.8,8.9,300,WNW
2022-06-28T12:00:10Z,9.6,90,1016.7,9.2,295,WNW
2022-06-28T11:55:08Z,9.6,90,1016.7,8.9,293,WNW
2022-06-28T11:50:10Z,9.6,90,1016.5,7.4,295,WNW
2022-06-28T11:45:08Z,9.7,89,1016.6,7.3,300,WNW
2022-06-28T11:40:10Z,9.8,87,1016.8,8.5,295,WNW
2022-06-28T11:35:08Z,9.8,87,1016.8,10.3,288,WNW
2022-06-28T11:30:10Z,9.8,87,1016.8,9.4,296,WNW
2022-06-28T11:25:08Z,9.8,86,1016.8,8.6,308,NW
2022-06-28T11:20:10Z,9.7,87,1016.8,7.4,313,NW
2022-06-28T11:15:08Z,9.6,88,1016.8,6.5,311,NW
2022-06-28T11:10:10Z,9.5,88,1016.9,7.2,313,NW
2022-06-28T11:05:08Z,9.6,88,1016.9,7.7,309,NW
2022-06-28T11:00:10Z,9.7,87,1017,7.4,299,WNW
2022-06-28T10:55:08Z,9.7,86,1017.2,7.9,302,WNW
2022-06-28T10:50:10Z,9.7,88,1017.2,7.5,305,NW
2022-06-28T10:45:08Z,9.7,88,1017.3,8.8,304,NW
2022-06-28T10:40:10Z,9.7,87,1017.3,8.2,310,NW
2022-06-28T10:35:08Z,9.7,87,1017.3,7.7,304,NW
2022-06-28T10:30:10Z,9.7,88,1017.4,8.3,303,WNW
2022-06-28T10:25:08Z,9.6,88,1017.4,9.3,304,NW
2022-06-28T10:20:10Z,9.7,88,1017.5,10.1,304,NW
2022-06-28T10:15:08Z,9.7,88,1017.4,10,301,WNW
2022-06-28T10:10:10Z,9.6,88,1017.4,9.7,300,WNW
2022-06-28T10:05:08Z,9.6,89,1017.3,9.8,302,WNW
2022-06-28T10:00:10Z,9.6,89,1017.2,10.1,307,NW
2022-06-28T09:55:08Z,9.6,89,1017.1,9.6,308,NW
2022-06-28T09:50:10Z,9.6,89,1017.1,9.8,299,WNW
2022-06-28T09:45:08Z,9.5,90,1017.1,10.4,296,WNW
2022-06-28T09:40:10Z,9.5,90,1017.1,9.9,299,WNW
2022-06-28T09:35:08Z,9.4,91,1017,9.9,304,NW
2022-06-28T09:30:10Z,9.3,93,1016.9,9.3,308,NW
2022-06-28T09:25:08Z,9.3,93,1016.7,8.8,311,NW
2022-06-28T09:20:10Z,9.3,93,1016.6,8.2,308,NW
2022-06-28T09:15:08Z,9.3,93,1016.4,7.8,298,WNW
2022-06-28T09:10:10Z,9.3,93,1016.4,7.9,299,WNW
2022-06-28T09:05:08Z,9.3,93,1016.3,8,292,WNW
2022-06-28T09:00:10Z,9.3,93,1016.3,8.7,295,WNW
2022-06-28T08:55:08Z,9.2,93,1016.4,8.3,310,NW
2022-06-28T08:50:10Z,9.3,94,1016.3,7.6,312,NW
2022-06-28T08:45:08Z,9.3,93,1016.2,7.8,299,WNW
2022-06-28T08:40:10Z,9.3,93,1016.3,8.7,299,WNW
2022-06-28T08:35:08Z,9.3,93,1016.2,8,293,WNW
2022-06-28T08:30:10Z,9.3,93,1016.1,8,285,WNW
2022-06-28T08:25:08Z,9.2,94,1016.1,8.2,286,WNW
2022-06-28T08:20:10Z,9.2,94,1016.2,7.2,295,WNW
2022-06-28T08:15:08Z,9.1,95,1016.2,7.3,307,NW
2022-06-28T08:10:10Z,9.1,95,1016.2,6.4,305,NW
2022-06-28T08:05:08Z,9.1,95,1016.1,6.4,304,NW
2022-06-28T08:00:10Z,9.1,95,1016.2,6.2,315,NW
2022-06-28T07:55:08Z,9.2,95,1016.2,6.5,306,NW
2022-06-28T07:50:10Z,9.1,95,1015.9,6,282,WNW
2022-06-28T07:45:08Z,9.2,96,1015.9,5.3,283,WNW
2022-06-28T07:40:10Z,9.1,96,1016,5.7,276,W
2022-06-28T07:35:08Z,9.2,96,1015.9,6,271,W
2022-06-28T07:30:10Z,9.2,96,1016.1,6.5,278,W
2022-06-28T07:25:08Z,9.2,97,1016,6.4,273,W
2022-06-28T07:20:10Z,9.3,97,1016.1,6.7,276,W
2022-06-28T07:15:08Z,9.2,97,1016.1,6.5,281,W
2022-06-28T07:10:10Z,9.3,97,1016.2,6.1,286,WNW
2022-06-28T07:05:08Z,9.3,97,1016.4,6.8,294,WNW
2022-06-28T07:00:10Z,9.3,97,1016.5,7.1,288,WNW
2022-06-28T06:55:08Z,9.3,97,1016.5,6.6,284,WNW
2022-06-28T06:50:10Z,9.3,97,1016.6,6.6,294,WNW
2022-06-28T06:45:08Z,9.3,97,1016.9,7,302,WNW
2022-06-28T06:40:10Z,9.3,97,1016.8,7.2,299,WNW
2022-06-28T06:35:08Z,9.3,97,1016.6,7.4,296,WNW
2022-06-28T06:30:10Z,9.2,97,1016.5,6.7,295,WNW
2022-06-28T06:25:08Z,9.2,96,1016.5,6.6,295,WNW
2022-06-28T06:20:10Z,9.3,96,1016.4,6.8,286,WNW
2022-06-28T06:15:08Z,9.2,96,1016.4,7.3,276,W
2022-06-28T06:10:10Z,9.1,96,1016.5,7.4,274,W
2022-06-28T06:05:08Z,9.1,96,1016.6,6.7,284,WNW
2022-06-28T06:00:10Z,9.1,96,1016.7,7.2,291,WNW
2022-06-28T05:55:08Z,9.1,96,1016.9,8,302,WNW
2022-06-28T05:50:10Z,9.1,96,1016.9,7.6,301,WNW
2022-06-28T05:45:08Z,9.1,95,1016.8,7.3,301,WNW
2022-06-28T05:40:10Z,9.2,95,1016.8,7.4,299,WNW
2022-06-28T05:35:08Z,9.2,95,1016.9,7.5,294,WNW
2022-06-28T05:30:10Z,9.3,95,1017,7.5,290,WNW
2022-06-28T05:25:08Z,9.3,95,1017,7.9,294,WNW
2022-06-28T05:20:10Z,9.4,95,1017,8.5,294,WNW
2022-06-28T05:15:08Z,9.4,95,1017,8.5,292,WNW
2022-06-28T05:10:10Z,9.4,95,1017.1,9,295,WNW
2022-06-28T05:05:08Z,9.4,95,1017.2,9.2,301,WNW
2022-06-28T05:00:10Z,9.4,95,1017.1,9.9,306,NW
2022-06-28T04:55:08Z,9.3,95,1016.9,8.9,307,NW
2022-06-28T04:50:10Z,9.3,95,1017,8.8,309,NW
2022-06-28T04:45:08Z,9.3,95,1017,9.3,304,NW
2022-06-28T04:40:10Z,9.3,95,1016.9,8.6,301,WNW
2022-06-28T04:35:08Z,9.3,95,1017.1,8.2,301,WNW
