fecha,marea
2022-05-29T23:25:02Z,1.463
2022-05-29T23:20:02Z,1.494
2022-05-29T23:15:02Z,1.498
2022-05-29T23:10:02Z,1.513
2022-05-29T23:05:02Z,1.554
2022-05-29T23:00:02Z,1.501
2022-05-29T22:55:02Z,1.544
2022-05-29T22:50:02Z,1.54
2022-05-29T22:45:02Z,1.576
2022-05-29T22:40:02Z,1.556
2022-05-29T22:35:02Z,1.602
2022-05-29T22:30:02Z,1.6
2022-05-29T22:25:02Z,1.586
2022-05-29T22:20:02Z,1.624
2022-05-29T22:15:02Z,1.635
2022-05-29T22:10:02Z,1.597
2022-05-29T22:05:02Z,1.608
2022-05-29T22:00:02Z,1.599
2022-05-29T21:55:02Z,1.62
2022-05-29T21:50:02Z,1.61
2022-05-29T21:45:02Z,1.608
2022-05-29T21:40:02Z,1.619
2022-05-29T21:35:02Z,1.678
2022-05-29T21:30:02Z,1.638
2022-05-29T21:25:02Z,1.611
2022-05-29T21:20:02Z,1.599
2022-05-29T21:15:02Z,1.598
2022-05-29T21:10:02Z,1.581
2022-05-29T21:05:02Z,1.612
2022-05-29T21:00:02Z,1.594
2022-05-29T20:55:02Z,1.609
2022-05-29T20:50:02Z,1.655
2022-05-29T20:45:02Z,1.63
2022-05-29T20:40:02Z,1.591
2022-05-29T20:35:02Z,1.605
2022-05-29T20:30:02Z,1.57
2022-05-29T20:25:02Z,1.533
2022-05-29T20:20:02Z,1.548
2022-05-29T20:15:02Z,1.576
2022-05-29T20:10:02Z,1.533
2022-05-29T20:05:02Z,1.546
2022-05-29T20:00:02Z,1.492
2022-05-29T19:55:02Z,1.501
2022-05-29T19:50:02Z,1.492
2022-05-29T19:45:02Z,1.481
2022-05-29T19:40:02Z,1.451
2022-05-29T19:35:02Z,1.482
2022-05-29T19:30:02Z,1.447
2022-05-29T19:25:02Z,1.466
2022-05-29T19:20:03Z,1.459
2022-05-29T19:15:03Z,1.467
2022-05-29T19:10:02Z,1.428
2022-05-29T19:05:02Z,1.427
2022-05-29T19:00:02Z,1.397
2022-05-29T18:55:02Z,1.397
2022-05-29T18:50:02Z,1.404
2022-05-29T18:45:02Z,1.421
2022-05-29T18:40:02Z,1.409
2022-05-29T18:35:02Z,1.37
2022-05-29T18:30:02Z,1.384
2022-05-29T18:25:02Z,1.353
2022-05-29T18:20:02Z,1.378
2022-05-29T18:15:02Z,1.359
2022-05-29T18:10:02Z,1.33
2022-05-29T18:05:02Z,1.329
2022-05-29T18:00:02Z,1.352
2022-05-29T17:55:02Z,1.296
2022-05-29T17:50:02Z,1.383
2022-05-29T17:45:02Z,1.39
2022-05-29T17:40:02Z,1.369
2022-05-29T17:35:02Z,1.396
2022-05-29T17:30:02Z,1.389
2022-05-29T17:25:02Z,1.396
2022-05-29T17:20:02Z,1.37
2022-05-29T17:15:02Z,1.359
2022-05-29T17:10:02Z,1.376
2022-05-29T17:05:02Z,1.395
2022-05-29T17:00:02Z,1.397
2022-05-29T16:55:02Z,1.378
2022-05-29T16:50:02Z,1.318
2022-05-29T16:45:02Z,1.381
2022-05-29T16:40:02Z,1.38
