fecha,temperatura,humedad,presion,vel_viento,dir_viento,dir_viento_2
2022-06-09T23:30:07Z,0,0,0,15.4,242,WSW
2022-06-09T23:25:06Z,0,0,0,15.9,245,WSW
2022-06-09T23:20:07Z,0,0,0,13.2,247,WSW
2022-06-09T23:15:06Z,0,0,0,13.4,243,WSW
2022-06-09T23:10:07Z,0,0,0,13.9,244,WSW
2022-06-09T23:05:06Z,0,0,0,13.6,244,WSW
2022-06-09T23:00:07Z,0,0,0,14.8,243,WSW
2022-06-09T22:55:06Z,0,0,0,14,238,WSW
2022-06-09T22:50:07Z,0,0,0,15.6,234,SW
2022-06-09T22:45:06Z,0,0,0,15.9,241,WSW
2022-06-09T22:40:07Z,0,0,0,16.3,239,WSW
2022-06-09T22:35:06Z,0,0,0,15.3,235,SW
2022-06-09T22:30:07Z,0,0,0,14.3,236,SW
2022-06-09T22:25:07Z,0,0,0,14.6,235,SW
2022-06-09T22:20:08Z,0,0,0,13.9,231,SW
2022-06-09T22:15:07Z,0,0,0,14,233,SW
2022-06-09T22:10:08Z,0,0,0,13.5,233,SW
2022-06-09T22:05:07Z,0,0,0,10.9,230,SW
2022-06-09T22:00:08Z,0,0,0,7.3,220,SW
2022-06-09T21:55:07Z,0,0,0,5.4,207,SSW
2022-06-09T21:50:08Z,0,0,0,3.4,194,SSW
2022-06-09T21:45:07Z,0,0,0,5.7,195,SSW
2022-06-09T21:40:08Z,0,0,0,5.7,205,SSW
2022-06-09T21:35:07Z,0,0,0,5.9,197,SSW
2022-06-09T21:30:08Z,0,0,0,5.7,189,S
2022-06-09T21:25:07Z,0,0,0,5.6,196,SSW
2022-06-09T21:20:08Z,0,0,0,5.4,196,SSW
2022-06-09T21:15:07Z,0,0,0,6.7,193,SSW
2022-06-09T21:10:08Z,0,0,0,7.5,198,SSW
2022-06-09T21:05:07Z,0,0,0,6.9,186,S
2022-06-09T21:00:08Z,0,0,0,4.5,165,SSE
2022-06-09T20:55:07Z,0,0,0,4.7,174,S
2022-06-09T20:50:08Z,0,0,0,4.7,114,ESE
2022-06-09T20:45:07Z,0,0,0,5.3,102,ESE
2022-06-09T20:40:08Z,0,0,0,5.9,105,ESE
2022-06-09T20:35:07Z,0,0,0,6.1,106,ESE
2022-06-09T20:30:08Z,0,0,0,5.3,106,ESE
2022-06-09T20:25:07Z,0,0,0,6.6,111,ESE
2022-06-09T20:20:08Z,0,0,0,6.1,119,ESE
2022-06-09T20:15:07Z,0,0,0,7.1,120,ESE
2022-06-09T20:10:08Z,0,0,0,6.7,123,ESE
2022-06-09T20:05:07Z,0,0,0,6.4,131,SE
2022-06-09T20:00:08Z,0,0,0,5.5,123,ESE
2022-06-09T19:55:07Z,0,0,0,5.3,118,ESE
2022-06-09T19:50:08Z,0,0,0,5.2,126,SE
