fecha,temperatura,humedad,presion,vel_viento,dir_viento,dir_viento_2
2022-06-26T23:20:10Z,9.6,84,1024.9,3.5,75,ENE
2022-06-26T23:15:08Z,9.6,84,1024.9,4.4,88,E
2022-06-26T23:10:10Z,9.6,84,1024.8,4.6,88,E
2022-06-26T23:05:08Z,9.5,84,1024.8,4.7,89,E
2022-06-26T23:00:10Z,9.5,84,1024.9,4.9,94,E
2022-06-26T22:55:08Z,9.6,84,1024.9,4.3,102,ESE
2022-06-26T22:50:10Z,9.6,84,1024.9,4.9,104,ESE
2022-06-26T22:45:08Z,9.6,84,1024.8,5.2,104,ESE
2022-06-26T22:40:10Z,9.6,84,1024.9,4.9,116,ESE
2022-06-26T22:35:08Z,9.5,84,1024.9,4.3,101,E
2022-06-26T22:30:10Z,9.5,83,1024.7,4.3,98,E
2022-06-26T22:25:08Z,9.5,83,1024.7,4.6,97,E
2022-06-26T22:20:10Z,9.5,83,1024.6,5.3,99,E
2022-06-26T22:15:08Z,9.4,83,1024.7,5.1,100,E
2022-06-26T22:10:10Z,9.4,83,1024.7,4.4,95,E
2022-06-26T22:05:08Z,9.4,83,1024.6,5,99,E
2022-06-26T22:00:10Z,9.4,82,1024.7,5.3,100,E
2022-06-26T21:55:08Z,9.4,82,1024.6,5.5,109,ESE
2022-06-26T21:50:10Z,9.4,82,1024.5,5.7,113,ESE
2022-06-26T21:45:08Z,9.4,82,1024.7,5.5,117,ESE
2022-06-26T21:40:10Z,9.4,82,1024.7,5.2,122,ESE
2022-06-26T21:35:08Z,9.4,82,1024.8,5.6,114,ESE
2022-06-26T21:30:10Z,9.4,82,1024.9,5.3,121,ESE
2022-06-26T21:25:08Z,9.4,82,1024.9,5.8,116,ESE
2022-06-26T21:20:10Z,9.4,82,1024.8,5.4,119,ESE
2022-06-26T21:15:08Z,9.3,82,1024.9,4.7,113,ESE
2022-06-26T21:10:10Z,9.3,82,1024.9,4.5,112,ESE
2022-06-26T21:05:08Z,9.3,82,1024.8,4.6,108,ESE
2022-06-26T21:00:10Z,9.2,82,1024.9,3.4,108,ESE
2022-06-26T20:55:08Z,9.2,82,1024.8,2.7,117,ESE
2022-06-26T20:50:10Z,9.2,82,1024.6,4.6,113,ESE
2022-06-26T20:45:08Z,9.3,82,1024.4,6.1,120,ESE
2022-06-26T20:40:10Z,9.4,82,1024.3,6.5,114,ESE
2022-06-26T20:35:08Z,9.3,81,1024.3,6.4,114,ESE
2022-06-26T20:30:10Z,9.3,81,1024.5,5.3,105,ESE
2022-06-26T20:25:08Z,9.3,81,1024.5,5,101,E
2022-06-26T20:20:10Z,9.3,81,1024.6,5,107,ESE
2022-06-26T20:15:08Z,9.3,81,1024.6,5.3,104,ESE
2022-06-26T20:10:10Z,9.3,81,1024.4,5,110,ESE
2022-06-26T20:05:08Z,9.3,81,1024.3,6.1,117,ESE
2022-06-26T20:00:10Z,9.3,80,1024.2,6.7,119,ESE
2022-06-26T19:55:08Z,9.3,80,1024.2,6.2,114,ESE
2022-06-26T19:50:10Z,9.3,80,1024.4,6.8,114,ESE
2022-06-26T19:45:08Z,9.2,79,1024.3,6.4,111,ESE
2022-06-26T19:40:10Z,9.3,80,1024.2,6.6,121,ESE
2022-06-26T19:35:08Z,9.3,79,1024.3,6.4,127,SE
2022-06-26T19:30:10Z,9.3,79,1024.3,6.2,119,ESE
2022-06-26T19:25:08Z,9.3,79,1024.4,6.5,114,ESE
2022-06-26T19:20:10Z,9.3,78,1024.6,5.5,127,SE
2022-06-26T19:15:08Z,9.3,78,1024.6,5.1,126,SE
2022-06-26T19:10:10Z,9.4,78,1024.6,4.9,121,ESE
2022-06-26T19:05:08Z,9.3,77,1024.6,4.5,108,ESE
2022-06-26T19:00:10Z,9.4,77,1024.5,5.6,115,ESE
2022-06-26T18:55:08Z,9.4,77,1024.5,5.9,118,ESE
2022-06-26T18:50:10Z,9.4,77,1024.6,5.6,109,ESE
2022-06-26T18:45:08Z,9.5,77,1024.6,5.2,107,ESE
2022-06-26T18:40:10Z,9.3,76,1024.8,3.7,100,E
2022-06-26T18:35:08Z,9.3,76,1024.9,4.4,107,ESE
2022-06-26T18:30:10Z,9.3,76,1024.9,4.2,112,ESE
2022-06-26T18:25:09Z,9.4,76,1024.9,3.8,112,ESE
2022-06-26T18:20:11Z,9.3,76,1025,4.6,132,SE
2022-06-26T18:15:09Z,9.3,76,1025.1,4.5,137,SE
2022-06-26T18:10:11Z,9.4,76,1025.1,4.4,124,SE
2022-06-26T18:05:09Z,9.4,76,1025.1,4.5,135,SE
2022-06-26T18:00:11Z,9.3,76,1025.3,4.4,126,SE
2022-06-26T17:55:09Z,9.4,76,1025.2,4.9,132,SE
2022-06-26T17:50:11Z,9.4,75,1025.2,4.4,120,ESE
2022-06-26T17:45:09Z,9.5,75,1025.3,3.9,111,ESE
2022-06-26T17:40:10Z,9.4,75,1025.4,4.5,114,ESE
2022-06-26T17:35:09Z,9.5,75,1025.5,4.7,111,ESE
2022-06-26T17:30:10Z,9.5,75,1025.7,3.7,125,SE
2022-06-26T17:25:09Z,9.5,74,1025.7,4.1,128,SE
2022-06-26T17:20:10Z,9.7,74,1025.8,3.5,131,SE
2022-06-26T17:15:09Z,9.5,74,1026,3.1,128,SE
2022-06-26T17:10:10Z,9.5,74,1026.1,3.2,113,ESE
2022-06-26T17:05:09Z,9.7,74,1026.2,3.4,113,ESE
2022-06-26T17:00:10Z,9.6,73,1026.1,2.6,131,SE
2022-06-26T16:55:09Z,9.6,73,1026.2,3.2,136,SE
2022-06-26T16:50:10Z,9.6,73,1026.2,2.8,161,SSE
2022-06-26T16:45:09Z,9.7,73,1026.3,2.1,166,SSE
2022-06-26T16:40:10Z,9.6,73,1026.4,3,147,SSE
