fecha,marea
2022-05-24T23:25:02Z,1.044
2022-05-24T23:20:02Z,1.061
2022-05-24T23:15:02Z,1.036
2022-05-24T23:10:02Z,1.035
2022-05-24T23:05:02Z,1.097
2022-05-24T23:00:02Z,1.063
2022-05-24T22:55:02Z,1.053
2022-05-24T22:50:02Z,1.061
2022-05-24T22:45:02Z,1.107
2022-05-24T22:40:02Z,1.077
2022-05-24T22:35:02Z,1.051
2022-05-24T22:30:02Z,1.104
2022-05-24T22:25:02Z,1.037
2022-05-24T22:20:02Z,1.097
2022-05-24T22:15:02Z,1.047
2022-05-24T22:10:02Z,1.071
2022-05-24T22:05:02Z,1.066
2022-05-24T22:00:02Z,1.034
2022-05-24T21:55:02Z,1.071
2022-05-24T21:50:02Z,1.081
2022-05-24T21:45:02Z,1.043
2022-05-24T21:40:02Z,1.071
2022-05-24T21:35:02Z,1.079
2022-05-24T21:30:02Z,1.014
2022-05-24T21:25:02Z,1.054
2022-05-24T21:20:02Z,1.09
2022-05-24T21:15:02Z,1.05
2022-05-24T21:10:02Z,1.052
2022-05-24T21:05:02Z,1.029
2022-05-24T21:00:02Z,1.049
2022-05-24T20:55:02Z,1.066
2022-05-24T20:50:02Z,1.066
2022-05-24T20:45:02Z,1.04
2022-05-24T20:40:02Z,1.108
2022-05-24T20:35:02Z,0.993
2022-05-24T20:30:02Z,1.033
2022-05-24T20:25:02Z,1.028
2022-05-24T20:20:02Z,1.045
2022-05-24T20:15:02Z,1.059
2022-05-24T20:10:02Z,1.039
2022-05-24T20:05:02Z,1.044
2022-05-24T20:00:02Z,1.039
2022-05-24T19:55:02Z,1.057
2022-05-24T19:50:02Z,1.076
2022-05-24T19:45:02Z,1.079
2022-05-24T19:40:02Z,1.046
2022-05-24T19:35:02Z,1.073
2022-05-24T19:30:02Z,1.028
2022-05-24T19:25:02Z,1.06
2022-05-24T19:20:02Z,1.05
2022-05-24T19:15:02Z,1.068
2022-05-24T19:10:02Z,1.044
2022-05-24T19:05:02Z,1.111
2022-05-24T19:00:02Z,1.036
2022-05-24T18:55:02Z,1.094
2022-05-24T18:50:02Z,1.11
2022-05-24T18:45:02Z,1.095
2022-05-24T18:40:02Z,1.113
2022-05-24T18:35:02Z,1.142
2022-05-24T18:30:02Z,1.143
2022-05-24T18:25:02Z,1.132
2022-05-24T18:20:02Z,1.115
2022-05-24T18:15:02Z,1.14
2022-05-24T18:10:02Z,1.127
2022-05-24T18:05:02Z,1.196
2022-05-24T18:00:02Z,1.178
2022-05-24T17:55:02Z,1.138
2022-05-24T17:50:02Z,1.152
2022-05-24T17:45:02Z,1.129
2022-05-24T17:40:02Z,1.132
2022-05-24T17:35:02Z,1.169
2022-05-24T17:30:02Z,1.095
2022-05-24T17:25:02Z,1.211
2022-05-24T17:20:02Z,1.162
2022-05-24T17:15:02Z,1.184
2022-05-24T17:10:02Z,1.155
2022-05-24T17:05:02Z,1.155
2022-05-24T17:00:02Z,1.187
2022-05-24T16:55:02Z,1.079
2022-05-24T16:50:02Z,1.156
2022-05-24T16:45:02Z,1.147
2022-05-24T16:40:02Z,1.136
2022-05-24T16:35:02Z,1.217
2022-05-24T16:30:02Z,1.163
2022-05-24T16:25:02Z,1.119
2022-05-24T16:20:02Z,1.128
2022-05-24T16:15:02Z,1.115
2022-05-24T16:10:02Z,1.095
2022-05-24T16:05:02Z,1.145
2022-05-24T16:00:02Z,1.108
2022-05-24T15:55:02Z,1.163
2022-05-24T15:50:02Z,1.09
2022-05-24T15:45:02Z,1.115
2022-05-24T15:40:02Z,1.084
2022-05-24T15:35:02Z,1.061
2022-05-24T15:30:02Z,1.026
2022-05-24T15:25:02Z,1.02
2022-05-24T15:20:02Z,1.053
2022-05-24T15:15:02Z,0.965
2022-05-24T15:10:02Z,0.977
2022-05-24T15:05:02Z,0.933
2022-05-24T15:00:02Z,0.972
2022-05-24T14:55:02Z,0.923
2022-05-24T14:50:02Z,0.965
2022-05-24T14:45:02Z,0.962
2022-05-24T14:40:02Z,0.959
2022-05-24T14:35:02Z,0.917
2022-05-24T14:30:02Z,0.936
2022-05-24T14:25:02Z,0.883
2022-05-24T14:20:02Z,0.855
2022-05-24T14:15:02Z,0.903
2022-05-24T14:10:02Z,0.933
2022-05-24T14:05:02Z,0.875
2022-05-24T14:00:02Z,0.881
2022-05-24T13:55:02Z,0.889
2022-05-24T13:50:02Z,0.889
2022-05-24T13:45:02Z,0.881
2022-05-24T13:40:02Z,0.968
2022-05-24T13:35:02Z,0.861
2022-05-24T13:30:02Z,0.896
2022-05-24T13:25:02Z,0.863
2022-05-24T13:20:02Z,0.885
2022-05-24T13:15:02Z,0.823
2022-05-24T13:10:02Z,0.826
2022-05-24T13:05:02Z,0.831
2022-05-24T13:00:02Z,0.881
