fecha,temperatura,humedad,presion,vel_viento,dir_viento,dir_viento_2
2022-07-01T23:30:10Z,10.5,95,1006.7,14.2,37,NE
2022-07-01T23:25:08Z,10.5,94,1007.1,16.3,34,NE
2022-07-01T23:20:10Z,10.4,94,1007,17.1,34,NE
2022-07-01T23:15:08Z,10.4,94,1006.6,14.6,33,NNE
2022-07-01T23:10:10Z,10.4,95,1006.3,14.8,34,NE
2022-07-01T23:05:08Z,10.3,96,1005.8,13.2,42,NE
2022-07-01T23:00:10Z,10.3,96,1005.7,11.7,53,NE
2022-07-01T22:55:08Z,10.3,96,1005.6,13.2,61,ENE
2022-07-01T22:50:10Z,10.2,97,1005.5,12.1,72,ENE
2022-07-01T22:45:08Z,10.2,97,1006.1,10.7,54,NE
2022-07-01T22:40:10Z,10.2,97,1006.3,12.4,51,NE
2022-07-01T22:35:08Z,10.2,97,1006,12.6,63,ENE
2022-07-01T22:30:10Z,10.2,97,1005.7,11.1,71,ENE
2022-07-01T22:25:08Z,10.2,97,1005.9,12.4,59,ENE
2022-07-01T22:20:10Z,10.2,96,1005.9,13.6,61,ENE
2022-07-01T22:15:08Z,10.2,96,1005.7,11.9,62,ENE
2022-07-01T22:10:10Z,10.2,96,1006,13,56,NE
2022-07-01T22:05:08Z,10.2,96,1006,13,54,NE
2022-07-01T22:00:10Z,10.3,96,1005.9,13.2,59,ENE
2022-07-01T21:55:08Z,10.3,95,1006.1,11.1,61,ENE
2022-07-01T21:50:10Z,10.3,95,1006.1,11.1,57,ENE
2022-07-01T21:45:08Z,10.4,94,1006,12.6,54,NE
2022-07-01T21:40:10Z,10.4,94,1005.9,14.8,53,NE
2022-07-01T21:35:08Z,10.4,93,1005.8,14.8,52,NE
2022-07-01T21:30:10Z,10.5,92,1005.8,12.4,59,ENE
2022-07-01T21:25:08Z,10.6,91,1006.2,14.6,45,NE
2022-07-01T21:20:10Z,10.6,91,1006.4,14.6,32,NNE
2022-07-01T21:15:08Z,10.6,91,1006.1,15.6,41,NE
2022-07-01T21:10:10Z,10.6,91,1005.9,12.2,44,NE
2022-07-01T21:05:08Z,10.6,91,1005.7,15.6,52,NE
2022-07-01T21:00:10Z,10.6,90,1005.9,16.9,49,NE
2022-07-01T20:55:08Z,10.7,90,1006.3,16.7,42,NE
2022-07-01T20:50:10Z,10.7,90,1006.2,16.5,44,NE
2022-07-01T20:45:08Z,10.7,90,1006,13,49,NE
2022-07-01T20:40:10Z,10.7,89,1006.1,15.4,42,NE
2022-07-01T20:35:08Z,10.8,89,1006.3,16.7,40,NE
2022-07-01T20:30:10Z,10.8,89,1006.3,16.3,37,NE
2022-07-01T20:25:08Z,10.7,90,1006.1,18.1,41,NE
2022-07-01T20:20:10Z,10.6,92,1006.4,15.6,35,NE
2022-07-01T20:15:08Z,10.4,93,1006.2,14.8,39,NE
2022-07-01T20:10:10Z,10.5,92,1006,15.9,41,NE
2022-07-01T20:05:08Z,10.5,92,1006,16.9,38,NE
2022-07-01T20:00:10Z,10.7,90,1006,17.7,38,NE
2022-07-01T19:55:08Z,11,86,1006.1,15,34,NE
2022-07-01T19:50:10Z,11.2,85,1005.7,14.8,43,NE
2022-07-01T19:45:08Z,11.2,85,1006,17.1,42,NE
2022-07-01T19:40:10Z,11.2,85,1005.5,12.6,46,NE
2022-07-01T19:35:08Z,11.4,83,1005.9,16.5,48,NE
2022-07-01T19:30:10Z,11.5,83,1006.1,13.8,44,NE
2022-07-01T19:25:08Z,11.5,83,1006,10.9,44,NE
2022-07-01T19:20:10Z,11.5,82,1006,15.7,38,NE
2022-07-01T19:15:08Z,11.7,80,1005.8,17.7,38,NE
2022-07-01T19:10:10Z,11.9,80,1006.1,15.7,42,NE
2022-07-01T19:05:08Z,12,79,1006.2,12.4,48,NE
2022-07-01T19:00:10Z,11.9,80,1006.7,13.4,48,NE
2022-07-01T18:55:08Z,11.9,79,1006.7,11.7,32,NNE
2022-07-01T18:50:10Z,11.8,81,1006.2,13,42,NE
2022-07-01T18:45:08Z,11.6,82,1006.1,12.8,45,NE
2022-07-01T18:40:10Z,11.6,82,1006.3,14.4,48,NE
2022-07-01T18:35:08Z,11.5,81,1006.5,11.9,45,NE
2022-07-01T18:30:10Z,11.5,81,1006.7,13,38,NE
2022-07-01T18:25:08Z,11.6,80,1006.7,12.2,34,NE
2022-07-01T18:20:10Z,12,77,1006.8,12.1,49,NE
2022-07-01T18:15:08Z,12.3,73,1006.9,14.2,37,NE
2022-07-01T18:10:10Z,12.6,70,1007,14,34,NE
2022-07-01T18:05:08Z,12.7,68,1006.7,14.6,34,NE
2022-07-01T18:00:10Z,12.8,66,1006.6,16.1,38,NE
2022-07-01T17:55:08Z,12.9,65,1006.7,17.5,34,NE
2022-07-01T17:50:10Z,13,64,1006.9,15.2,34,NE
2022-07-01T17:45:08Z,13,64,1006.9,17.9,34,NE
2022-07-01T17:40:10Z,13,63,1007,16.7,35,NE
2022-07-01T17:35:08Z,13,63,1007.3,15.6,36,NE
2022-07-01T17:30:10Z,12.9,63,1007.3,17.7,37,NE
2022-07-01T17:25:08Z,12.9,63,1007.4,15.2,42,NE
2022-07-01T17:20:10Z,12.9,63,1007.4,19.6,31,NNE
2022-07-01T17:15:08Z,12.9,63,1007.5,17.9,38,NE
2022-07-01T17:10:10Z,12.9,62,1007.7,15.6,36,NE
2022-07-01T17:05:08Z,12.9,62,1007.6,18.5,43,NE
2022-07-01T17:00:10Z,12.9,62,1007.4,16.5,37,NE
2022-07-01T16:55:08Z,12.9,62,1007.4,22.9,34,NE
2022-07-01T16:50:10Z,12.8,62,1007.5,21.8,37,NE
2022-07-01T16:45:08Z,12.8,62,1007.7,21.4,32,NNE
2022-07-01T16:40:10Z,12.8,61,1008,21.4,39,NE
2022-07-01T16:35:08Z,12.9,61,1008.1,27.2,36,NE
2022-07-01T16:30:10Z,12.9,60,1008.1,27.8,36,NE
2022-07-01T16:25:08Z,12.9,60,1008,28.4,35,NE
2022-07-01T16:20:10Z,13,60,1008.2,19.2,43,NE
2022-07-01T16:15:08Z,13,60,1008.4,19.8,39,NE
2022-07-01T16:10:10Z,13,60,1008.5,16.3,42,NE
2022-07-01T16:05:08Z,13,59,1008.5,19.8,37,NE
2022-07-01T16:00:10Z,13,59,1008.3,24.3,30,NNE
2022-07-01T15:55:08Z,12.9,59,1008.4,22,39,NE
2022-07-01T15:50:10Z,12.9,59,1008.5,22.7,32,NNE
2022-07-01T15:45:08Z,12.9,59,1008.8,24.5,42,NE
2022-07-01T15:40:10Z,12.8,59,1008.9,24.1,35,NE
2022-07-01T15:35:08Z,12.7,59,1009,20.6,46,NE
2022-07-01T15:30:10Z,12.7,59,1009.2,21.6,33,NNE
2022-07-01T15:25:08Z,12.6,58,1009.3,25.5,33,NNE
2022-07-01T15:20:10Z,12.6,58,1009.5,23.9,35,NE
2022-07-01T15:15:08Z,12.7,57,1009.7,26,41,NE
2022-07-01T15:10:10Z,12.7,57,1009.7,26,57,ENE
2022-07-01T15:05:08Z,12.7,57,1009.5,24.9,35,NE
2022-07-01T15:00:10Z,12.7,56,1009.3,29.2,33,NNE
2022-07-01T14:55:08Z,12.8,56,1009.5,32.9,33,NNE
2022-07-01T14:50:10Z,12.9,56,1009.6,27.8,35,NE
2022-07-01T14:45:08Z,12.9,55,1009.8,22.7,36,NE
2022-07-01T14:40:10Z,12.9,55,1009.8,29.9,36,NE
2022-07-01T14:35:08Z,12.9,54,1010,31.3,36,NE
2022-07-01T14:30:10Z,12.8,53,1010.1,29,37,NE
2022-07-01T14:25:08Z,12.7,53,1010.1,27.4,38,NE
2022-07-01T14:20:10Z,12.6,53,1010.1,27.6,28,NNE
2022-07-01T14:15:08Z,12.7,52,1010.1,32.1,39,NE
2022-07-01T14:10:10Z,12.9,52,1010.2,32.7,38,NE
2022-07-01T14:05:08Z,12.5,52,1010.3,24.9,40,NE
2022-07-01T14:00:09Z,12.3,52,1010.3,26.4,38,NE
2022-07-01T13:55:08Z,12.2,52,1010.3,28,43,NE
2022-07-01T13:50:09Z,11.9,51,1010.5,27.2,38,NE
