fecha,temperatura,humedad,presion,vel_viento,dir_viento,dir_viento_2
2022-06-20T23:25:09Z,11.4,73,1015,9.5,78,ENE
2022-06-20T23:20:10Z,11.5,73,1015,10.5,78,ENE
2022-06-20T23:15:08Z,11.6,73,1014.9,11.9,74,ENE
2022-06-20T23:10:10Z,11.7,74,1014.9,11.7,75,ENE
2022-06-20T23:05:09Z,11.7,76,1015,10.9,73,ENE
2022-06-20T23:00:10Z,11.5,80,1015.1,10.1,73,ENE
2022-06-20T22:55:09Z,11.5,83,1015,10.1,76,ENE
2022-06-20T22:50:10Z,11.5,83,1015,10.5,78,ENE
2022-06-20T22:45:08Z,11.4,84,1015,10.9,79,E
2022-06-20T22:40:10Z,11.4,85,1015,10.5,76,ENE
2022-06-20T22:35:08Z,11.3,85,1014.9,10.9,77,ENE
2022-06-20T22:30:10Z,11.3,85,1014.8,11.1,81,E
2022-06-20T22:25:08Z,11.3,84,1014.8,11.9,83,E
2022-06-20T22:20:10Z,11.4,84,1014.8,11.7,82,E
2022-06-20T22:15:08Z,11.4,84,1014.9,11.1,80,E
2022-06-20T22:10:10Z,11.4,84,1014.8,11.5,82,E
2022-06-20T22:05:08Z,11.4,84,1014.9,10.7,83,E
2022-06-20T22:00:10Z,11.5,83,1015,10.5,84,E
2022-06-20T21:55:08Z,11.5,84,1014.9,10.9,84,E
2022-06-20T21:50:10Z,11.5,84,1014.9,11.3,84,E
2022-06-20T21:45:08Z,11.6,83,1015,10.3,87,E
2022-06-20T21:40:10Z,11.5,83,1014.9,10.9,87,E
2022-06-20T21:35:08Z,11.6,82,1014.8,11.3,87,E
2022-06-20T21:30:10Z,11.6,81,1014.8,12.4,87,E
2022-06-20T21:25:08Z,11.7,80,1014.7,11.1,85,E
2022-06-20T21:20:10Z,11.7,79,1014.7,11.1,87,E
2022-06-20T21:15:08Z,11.7,78,1014.5,11.5,87,E
2022-06-20T21:10:10Z,11.8,77,1014.4,12.4,85,E
2022-06-20T21:05:08Z,11.8,77,1014.5,11.7,87,E
2022-06-20T21:00:10Z,11.9,77,1014.6,11.1,91,E
2022-06-20T20:55:08Z,11.9,76,1014.6,11.3,92,E
2022-06-20T20:50:10Z,12,76,1014.6,10.9,91,E
2022-06-20T20:45:08Z,12,76,1014.7,10.1,91,E
2022-06-20T20:40:10Z,12,76,1014.7,8.7,89,E
2022-06-20T20:35:08Z,12,75,1014.7,8.7,87,E
2022-06-20T20:30:10Z,12.1,74,1014.6,9.5,88,E
2022-06-20T20:25:08Z,12.1,73,1014.5,10.1,90,E
2022-06-20T20:20:10Z,12.1,75,1014.6,9.3,86,E
2022-06-20T20:15:08Z,12,76,1014.5,8.9,88,E
2022-06-20T20:10:10Z,12.1,75,1014.5,9.9,93,E
2022-06-20T20:05:08Z,12.1,75,1014.7,10.5,96,E
2022-06-20T20:00:10Z,12.1,76,1014.8,8.9,93,E
2022-06-20T19:55:08Z,12.1,75,1014.7,8.7,96,E
2022-06-20T19:50:10Z,12.2,74,1014.6,9.1,95,E
2022-06-20T19:45:08Z,12.3,73,1014.6,9.7,96,E
2022-06-20T19:40:10Z,12.4,72,1014.7,9.1,99,E
2022-06-20T19:35:08Z,12.4,72,1014.7,8.2,93,E
2022-06-20T19:30:10Z,12.4,72,1014.7,8.9,90,E
2022-06-20T19:25:08Z,12.4,72,1014.8,9.9,94,E
2022-06-20T19:20:10Z,12.4,72,1014.8,9.9,90,E
2022-06-20T19:15:08Z,12.4,74,1014.8,8.2,93,E
2022-06-20T19:10:10Z,12.4,75,1015,9.5,96,E
2022-06-20T19:05:08Z,12.5,73,1015,7.6,102,ESE
2022-06-20T19:00:10Z,12.7,71,1014.9,7,102,ESE
2022-06-20T18:55:08Z,12.7,71,1014.9,7.4,103,ESE
2022-06-20T18:50:10Z,12.8,71,1014.8,9.1,100,E
2022-06-20T18:45:08Z,12.9,71,1014.8,8.6,101,E
2022-06-20T18:40:10Z,13,71,1014.9,9.3,107,ESE
