fecha,marea
2022-08-05T23:25:02Z,0.851
2022-08-05T23:20:02Z,0.907
2022-08-05T23:15:02Z,0.952
2022-08-05T23:10:02Z,0.934
2022-08-05T23:05:02Z,0.936
2022-08-05T23:00:02Z,0.915
2022-08-05T22:55:02Z,0.926
2022-08-05T22:50:02Z,0.927
2022-08-05T22:45:02Z,0.943
2022-08-05T22:40:02Z,0.926
2022-08-05T22:35:02Z,0.923
2022-08-05T22:30:02Z,0.902
2022-08-05T22:25:02Z,0.901
2022-08-05T22:20:02Z,0.896
2022-08-05T22:15:02Z,0.89
2022-08-05T22:10:02Z,0.954
2022-08-05T22:05:02Z,0.92
2022-08-05T22:00:02Z,0.932
2022-08-05T21:55:02Z,0.92
2022-08-05T21:50:02Z,0.903
2022-08-05T21:45:02Z,0.911
2022-08-05T21:40:03Z,0.886
2022-08-05T21:35:03Z,0.954
2022-08-05T21:30:02Z,0.951
2022-08-05T21:25:02Z,0.968
2022-08-05T21:20:02Z,0.9
2022-08-05T21:15:02Z,0.976
2022-08-05T21:10:02Z,0.949
2022-08-05T21:05:02Z,0.953
2022-08-05T21:00:02Z,0.973
2022-08-05T20:55:02Z,0.987
2022-08-05T20:50:02Z,0.965
2022-08-05T20:45:02Z,0.922
2022-08-05T20:40:02Z,0.927
2022-08-05T20:35:02Z,0.956
2022-08-05T20:30:02Z,0.967
2022-08-05T20:25:02Z,0.987
2022-08-05T20:20:02Z,0.962
2022-08-05T20:15:02Z,0.975
2022-08-05T20:10:02Z,1.004
2022-08-05T20:05:02Z,0.999
2022-08-05T20:00:02Z,0.947
2022-08-05T19:55:02Z,0.991
2022-08-05T19:50:02Z,1.02
2022-08-05T19:45:02Z,0.987
2022-08-05T19:40:02Z,0.944
2022-08-05T19:35:02Z,1.014
2022-08-05T19:30:02Z,1.008
2022-08-05T19:25:02Z,0.963
2022-08-05T19:20:02Z,1.023
2022-08-05T19:15:02Z,1.046
2022-08-05T19:10:02Z,1.035
2022-08-05T19:05:02Z,0.976
2022-08-05T19:00:02Z,1.026
2022-08-05T18:55:02Z,0.985
2022-08-05T18:50:02Z,1.03
2022-08-05T18:45:02Z,0.983
2022-08-05T18:40:02Z,0.992
2022-08-05T18:35:02Z,1.044
2022-08-05T18:30:02Z,0.994
2022-08-05T18:25:02Z,1.009
2022-08-05T18:20:02Z,0.984
2022-08-05T18:15:02Z,1.041
2022-08-05T18:10:02Z,1.031
2022-08-05T18:05:02Z,1.01
2022-08-05T18:00:02Z,1.011
2022-08-05T17:55:02Z,1.053
2022-08-05T17:50:02Z,1.034
2022-08-05T17:45:02Z,1.035
2022-08-05T17:40:02Z,1.061
2022-08-05T17:35:02Z,1.09
2022-08-05T17:30:02Z,1.065
2022-08-05T17:25:02Z,1.111
2022-08-05T17:20:02Z,1.064
2022-08-05T17:15:02Z,1.101
2022-08-05T17:10:02Z,1.089
2022-08-05T17:05:02Z,1.101
