fecha,temperatura,humedad,presion,vel_viento,dir_viento,dir_viento_2
2022-06-02T23:30:10Z,9.3,70,1026.4,8.1,220,SW
2022-06-02T23:25:08Z,9.4,69,1026.4,8.3,217,SW
2022-06-02T23:20:10Z,9.3,71,1026.4,8.2,223,SW
2022-06-02T23:15:08Z,9.2,71,1026.4,7.5,219,SW
2022-06-02T23:10:10Z,9.4,70,1026.3,8.4,212,SSW
2022-06-02T23:05:08Z,9.4,70,1026.2,9.6,221,SW
2022-06-02T23:00:10Z,9.2,72,1026.1,9.2,218,SW
2022-06-02T22:55:08Z,9.2,71,1026.1,8.4,218,SW
2022-06-02T22:50:10Z,9.3,70,1026.1,9,217,SW
2022-06-02T22:45:08Z,9.3,71,1026.1,8.8,212,SSW
2022-06-02T22:40:10Z,9.3,70,1026,9.3,215,SW
2022-06-02T22:35:08Z,9.4,71,1026,8.8,214,SW
2022-06-02T22:30:10Z,9.3,70,1025.9,9.5,218,SW
2022-06-02T22:25:08Z,9.4,69,1025.8,9.7,208,SSW
2022-06-02T22:20:10Z,9.2,69,1025.7,9.8,206,SSW
2022-06-02T22:15:08Z,9.3,69,1025.7,9.1,209,SSW
2022-06-02T22:10:10Z,9.4,69,1025.7,9.4,208,SSW
2022-06-02T22:05:08Z,9.3,70,1025.7,9.3,214,SW
2022-06-02T22:00:10Z,9.4,69,1025.6,9,211,SSW
2022-06-02T21:55:08Z,9.4,67,1025.6,9.8,205,SSW
2022-06-02T21:50:10Z,9.4,68,1025.5,9.6,204,SSW
2022-06-02T21:45:08Z,9.4,68,1025.4,9.1,198,SSW
2022-06-02T21:40:10Z,9.4,69,1025.3,10.6,199,SSW
2022-06-02T21:35:08Z,9.4,69,1025.3,10.9,205,SSW
2022-06-02T21:30:10Z,9.5,70,1025.3,9.4,199,SSW
2022-06-02T21:25:08Z,9.5,71,1025.2,10.1,197,SSW
2022-06-02T21:20:10Z,9.5,71,1025.1,10.2,198,SSW
2022-06-02T21:15:08Z,9.5,72,1025,11,205,SSW
2022-06-02T21:10:10Z,9.4,71,1025,10.4,203,SSW
