fecha,marea,temperatura
2022-07-25T23:20:00Z,1.075,11.5
2022-07-25T23:15:00Z,1.034,11.5
2022-07-25T23:10:00Z,1.036,11.5
2022-07-25T23:05:00Z,1.037,11.5
2022-07-25T23:00:00Z,1.032,11.5
2022-07-25T22:55:00Z,1.052,11.5
2022-07-25T22:50:00Z,1.08,11.5
2022-07-25T22:45:00Z,1.05,11.5
2022-07-25T22:40:00Z,1.018,11.5
2022-07-25T22:35:00Z,1.057,11.4
2022-07-25T22:30:00Z,1.075,11.4
2022-07-25T22:25:00Z,1.037,11.4
2022-07-25T22:20:00Z,0.991,11.4
2022-07-25T22:15:00Z,0.978,11.4
2022-07-25T22:10:00Z,1.01,11.4
2022-07-25T22:05:00Z,0.987,11.4
2022-07-25T22:00:00Z,0.961,11.4
2022-07-25T21:55:00Z,0.937,11.4
2022-07-25T21:50:00Z,0.903,11.4
2022-07-25T21:45:00Z,0.886,11.4
2022-07-25T21:40:00Z,0.934,11.3
2022-07-25T21:35:00Z,0.912,11.3
2022-07-25T21:30:00Z,0.896,11.3
2022-07-25T21:25:00Z,0.868,11.3
2022-07-25T21:20:00Z,0.967,11.3
2022-07-25T21:15:00Z,1.009,11.3
2022-07-25T21:10:00Z,1,11.3
2022-07-25T21:05:00Z,0.996,11.3
2022-07-25T21:00:00Z,1.009,11.3
2022-07-25T20:55:00Z,1.029,11.3
2022-07-25T20:50:00Z,1.051,11.3
2022-07-25T20:45:00Z,1.018,11.3
2022-07-25T20:40:00Z,1.012,11.3
2022-07-25T20:35:00Z,1.029,11.3
2022-07-25T20:30:00Z,1.022,11.3
2022-07-25T20:25:00Z,1,11.3
2022-07-25T20:20:00Z,1.022,11.3
2022-07-25T20:15:00Z,1.076,11.3
2022-07-25T20:10:00Z,1.046,11.3
2022-07-25T20:05:00Z,1.076,11.3
2022-07-25T20:00:00Z,1.107,11.3
2022-07-25T19:55:00Z,1.08,11.3
2022-07-25T19:50:00Z,1.076,11.3
2022-07-25T19:45:00Z,1.068,11.3
2022-07-25T19:40:00Z,1.046,11.3
2022-07-25T19:35:00Z,1.007,11.3
2022-07-25T19:30:00Z,0.974,11.3
2022-07-25T19:25:00Z,0.996,11.3
2022-07-25T19:20:00Z,0.982,11.3
2022-07-25T19:15:00Z,0.985,11.3
2022-07-25T19:10:00Z,0.93,11.3
2022-07-25T19:05:00Z,0.946,11.3
2022-07-25T19:00:00Z,0.994,11.3
2022-07-25T18:55:00Z,0.966,11.3
2022-07-25T18:50:00Z,0.985,11.4
2022-07-25T18:45:00Z,1.014,11.4
2022-07-25T18:40:00Z,0.96,11.4
2022-07-25T18:35:00Z,0.993,11.4
2022-07-25T18:30:00Z,1.056,11.4
2022-07-25T18:25:00Z,1.032,11.5
2022-07-25T18:20:00Z,1.001,11.5
2022-07-25T18:15:00Z,1.044,11.6
2022-07-25T18:10:00Z,1.092,11.6
2022-07-25T18:05:00Z,1.093,11.6
2022-07-25T18:00:00Z,1.095,11.6
2022-07-25T17:55:00Z,1.081,11.6
2022-07-25T17:50:00Z,1.078,11.6
2022-07-25T17:45:00Z,1.087,11.5
2022-07-25T17:40:00Z,1.046,11.5
2022-07-25T17:35:00Z,1.102,11.5
2022-07-25T17:30:00Z,1.095,11.5
2022-07-25T17:25:00Z,1.106,11.5
2022-07-25T17:20:00Z,1.14,11.5
2022-07-25T17:15:00Z,1.154,11.5
2022-07-25T17:10:00Z,1.156,11.5
2022-07-25T17:05:00Z,1.159,11.5
2022-07-25T17:00:00Z,1.186,11.4
2022-07-25T16:55:00Z,1.152,11.4
2022-07-25T16:50:00Z,1.134,11.4
2022-07-25T16:45:00Z,1.22,11.4
2022-07-25T16:40:00Z,1.176,11.4
2022-07-25T16:35:00Z,1.191,11.4
2022-07-25T16:30:00Z,1.172,11.4
2022-07-25T16:25:00Z,1.151,11.4
2022-07-25T16:20:00Z,1.106,11.4
2022-07-25T16:15:00Z,1.114,11.4
2022-07-25T16:10:00Z,1.114,11.4
2022-07-25T16:05:00Z,1.121,11.5
2022-07-25T16:00:00Z,1.14,11.5
2022-07-25T15:55:00Z,1.183,11.5
2022-07-25T15:50:00Z,1.119,11.5
2022-07-25T15:45:00Z,1.177,11.5
2022-07-25T15:40:00Z,1.158,11.5
2022-07-25T15:35:00Z,1.157,11.6
2022-07-25T15:30:00Z,1.105,11.6
2022-07-25T15:25:00Z,1.056,11.6
2022-07-25T15:20:00Z,1.122,11.6
2022-07-25T15:15:00Z,1.095,11.6
2022-07-25T15:10:00Z,1.034,11.6
2022-07-25T15:05:00Z,1.004,11.6
2022-07-25T15:00:00Z,1.066,11.6
2022-07-25T14:55:00Z,1.051,11.6
2022-07-25T14:50:00Z,1.072,11.6
2022-07-25T14:45:00Z,1.088,11.6
2022-07-25T14:40:00Z,1.179,11.6
2022-07-25T14:35:00Z,1.18,11.6
2022-07-25T14:30:00Z,1.218,11.6
2022-07-25T14:25:00Z,1.171,11.6
2022-07-25T14:20:00Z,1.2,11.6
2022-07-25T14:15:00Z,1.21,11.6
2022-07-25T14:10:00Z,1.209,11.6
2022-07-25T14:05:00Z,1.143,11.6
2022-07-25T14:00:00Z,1.148,11.6
2022-07-25T13:55:00Z,1.154,11.6
2022-07-25T13:50:00Z,1.095,11.6
2022-07-25T13:45:00Z,1.068,11.6
2022-07-25T13:40:00Z,1.033,11.6
2022-07-25T13:35:00Z,1.028,11.6
2022-07-25T13:30:00Z,1.054,11.6
2022-07-25T13:25:00Z,1.033,11.6
